from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Saint-Damase,15,106110.1,29h 29m,,,,,,29h 29m,26h 08m,23h 07m,20h 00m,17h 21m,14h 38m,12h 09m,9h 48m,7h 40m,5h 58m,4h 31m,2h 31m,1h 19m
Saint-Denis-sur-Richelieu,15,106354.1,29h 33m,,,,,,29h 33m,26h 12m,23h 12m,20h 05m,17h 26m,14h 43m,12h 14m,9h 54m,7h 46m,6h 03m,4h 36m,2h 34m,1h 20m
Saint-Donat-de-Montcalm,15,105434.2,29h 17m,,,,,,29h 17m,26h 02m,23h 08m,20h 09m,17h 38m,15h 06m,12h 50m,10h 45m,8h 32m,6h 44m,5h 08m,2h 54m,1h 17m
Sainte-Adèle,15,104214.2,28h 57m,,,,,,28h 57m,25h 42m,22h 48m,19h 49m,17h 18m,14h 46m,12h 30m,10h 26m,8h 11m,6h 21m,4h 43m,2h 25m,0h 42m
Sainte-Agathe-des-Monts,15,104223.6,28h 57m,,,,,,28h 57m,25h 43m,22h 50m,19h 53m,17h 23m,14h 54m,12h 40m,10h 39m,8h 24m,6h 34m,4h 55m,2h 36m,0h 52m
Sainte-Anne-de-Bellevue,15,105574.5,29h 20m,,,,,,29h 20m,26h 01m,23h 03m,19h 59m,17h 23m,14h 44m,12h 20m,10h 06m,7h 52m,6h 01m,4h 24m,2h 07m,0h 26m
Sainte-Anne-des-Monts,15,118201.9,32h 50m,,,,,,32h 50m,29h 07m,25h 41m,22h 04m,18h 48m,15h 23m,12h 02m,8h 36m,6h 55m,5h 40m,4h 41m,3h 43m,2h 13m
Sainte-Anne-des-Plaines,15,104701.5,29h 05m,,,,,,29h 05m,25h 47m,22h 51m,19h 48m,17h 14m,14h 37m,12h 16m,10h 04m,7h 51m,6h 03m,4h 28m,2h 13m,0h 37m
Sainte-Béatrix,15,106034.0,29h 27m,,,,,,29h 27m,26h 08m,23h 10m,20h 06m,17h 29m,14h 50m,12h 26m,10h 11m,8h 01m,6h 17m,4h 47m,2h 42m,1h 20m
Sainte-Catherine,15,105295.4,29h 15m,,,,,,29h 15m,25h 56m,22h 58m,19h 53m,17h 16m,14h 37m,12h 12m,9h 56m,7h 45m,5h 57m,4h 24m,2h 13m,0h 43m
Sainte-Catherine,15,110831.1,30h 47m,,,,,,30h 47m,27h 30m,24h 33m,21h 31m,18h 57m,16h 21m,14h 00m,11h 49m,10h 06m,8h 32m,6h 52m,5h 31m,3h 28m
Sainte-Clotilde-de-Horton,15,106795.9,29h 40m,,,,,,29h 40m,26h 16m,23h 13m,20h 02m,17h 18m,14h 30m,11h 54m,9h 25m,7h 22m,5h 46m,4h 29m,2h 42m,1h 53m
Sainte-Croix,15,107746.2,29h 56m,,,,,,29h 56m,26h 35m,23h 35m,20h 28m,17h 49m,15h 06m,12h 38m,10h 17m,8h 08m,6h 23m,4h 54m,2h 50m,1h 30m
Saint-Édouard,15,106227.0,29h 30m,,,,,,29h 30m,26h 11m,23h 12m,20h 07m,17h 30m,14h 50m,12h 24m,10h 07m,7h 56m,6h 08m,4h 34m,2h 22m,0h 51m
Sainte-Julie,15,105107.2,29h 12m,,,,,,29h 12m,25h 52m,22h 53m,19h 48m,17h 10m,14h 29m,12h 03m,9h 45m,7h 36m,5h 51m,4h 22m,2h 17m,0h 57m
Sainte-Julienne,15,105154.9,29h 13m,,,,,,29h 13m,25h 54m,22h 57m,19h 53m,17h 18m,14h 40m,12h 17m,10h 03m,7h 52m,6h 06m,4h 34m,2h 24m,0h 56m
Saint-Élie-de-Caxton,15,107347.3,29h 49m,,,,,,29h 49m,26h 27m,23h 24m,20h 16m,17h 33m,14h 47m,12h 15m,9h 49m,7h 44m,6h 06m,4h 45m,2h 52m,1h 52m
Saint-Elzéar,15,104684.7,29h 05m,,,,,,29h 05m,25h 47m,22h 50m,19h 47m,17h 11m,14h 34m,12h 12m,9h 59m,7h 47m,5h 59m,4h 25m,2h 13m,0h 41m
Sainte-Madeleine,15,105411.6,29h 17m,,,,,,29h 17m,25h 56m,22h 56m,19h 50m,17h 11m,14h 29m,12h 00m,9h 40m,7h 32m,5h 49m,4h 23m,2h 22m,1h 08m
Sainte-Marguerite-du-Lac-Masson,15,104781.4,29h 06m,,,,,,29h 06m,25h 51m,22h 57m,19h 57m,17h 26m,14h 53m,12h 37m,10h 31m,8h 17m,6h 28m,4h 50m,2h 33m,0h 52m
Sainte-Marthe-sur-le-Lac,15,104978.5,29h 10m,,,,,,29h 10m,25h 52m,22h 55m,19h 53m,17h 18m,14h 41m,12h 19m,10h 07m,7h 54m,6h 06m,4h 29m,2h 14m,0h 36m
Sainte-Martine,15,106072.7,29h 28m,,,,,,29h 28m,26h 09m,23h 10m,20h 05m,17h 28m,14h 48m,12h 22m,10h 06m,7h 53m,6h 03m,4h 27m,2h 12m,0h 35m
Saint-Émile-de-Suffolk,15,105235.8,29h 14m,,,,,,29h 14m,26h 00m,23h 08m,20h 11m,17h 43m,15h 14m,13h 02m,11h 01m,8h 43m,6h 47m,5h 00m,2h 30m,0h 27m
Sainte-Monique,15,112051.7,31h 08m,,,,,,31h 08m,27h 44m,24h 41m,21h 31m,18h 47m,16h 00m,13h 25m,10h 57m,8h 56m,7h 59m,6h 53m,5h 23m,4h 36m
Saint-Éphrem-de-Beauce,15,110845.4,30h 47m,,,,,,30h 47m,27h 20m,24h 12m,20h 57m,18h 06m,15h 11m,12h 27m,9h 47m,7h 49m,6h 20m,5h 12m,3h 39m,3h 12m
Sainte-Sophie,15,104605.7,29h 03m,,,,,,29h 03m,25h 46m,22h 50m,19h 48m,17h 14m,14h 38m,12h 17m,10h 07m,7h 54m,6h 06m,4h 29m,2h 14m,0h 37m
Sainte-Thècle,15,108223.9,30h 04m,,,,,,30h 04m,26h 39m,23h 35m,20h 24m,17h 38m,14h 49m,12h 12m,9h 41m,7h 38m,6h 05m,4h 49m,3h 05m,2h 19m
Sainte-Thérèse,15,104480.7,29h 01m,,,,,,29h 01m,25h 44m,22h 47m,19h 45m,17h 10m,14h 34m,12h 13m,10h 01m,7h 48m,6h 00m,4h 25m,2h 10m,0h 34m
Saint-Eustache,15,104762.6,29h 06m,,,,,,29h 06m,25h 48m,22h 52m,19h 49m,17h 14m,14h 38m,12h 16m,10h 04m,7h 51m,6h 02m,4h 26m,2h 11m,0h 33m
Saint-Faustin,15,104181.8,28h 56m,,,,,,28h 56m,25h 43m,22h 52m,19h 55m,17h 28m,15h 00m,12h 49m,10h 51m,8h 35m,6h 44m,5h 04m,2h 43m,0h 56m
Saint-Félicien,15,110850.5,30h 48m,,,,,,30h 48m,27h 28m,24h 30m,21h 26m,18h 48m,16h 09m,13h 44m,11h 28m,9h 26m,8h 25m,7h 16m,5h 41m,5h 02m
Saint-Félix-de-Valois,15,105679.9,29h 21m,,,,,,29h 21m,26h 02m,23h 02m,19h 57m,17h 19m,14h 38m,12h 12m,9h 54m,7h 45m,6h 03m,4h 35m,2h 33m,1h 17m
Saint-Gabriel,15,106367.6,29h 33m,,,,,,29h 33m,26h 13m,23h 13m,20h 07m,17h 28m,14h 46m,12h 19m,9h 59m,7h 52m,6h 11m,4h 44m,2h 44m,1h 32m
Saint-Gédéon,15,111168.3,30h 53m,,,,,,30h 53m,27h 29m,24h 26m,21h 16m,18h 32m,15h 44m,13h 09m,10h 40m,8h 40m,7h 42m,6h 36m,5h 07m,4h 25m
Saint-Germain-de-Grantham,15,106099.7,29h 28m,,,,,,29h 28m,26h 06m,23h 04m,19h 55m,17h 12m,14h 26m,11h 53m,9h 28m,7h 23m,5h 45m,4h 24m,2h 32m,1h 34m
Saint-Herménégilde,15,110705.9,30h 45m,,,,,,30h 45m,27h 23m,24h 21m,21h 12m,18h 30m,15h 44m,13h 11m,10h 46m,8h 38m,6h 56m,5h 30m,3h 30m,2h 18m
Saint-Hippolyte,15,104686.9,29h 05m,,,,,,29h 05m,25h 49m,22h 54m,19h 53m,17h 21m,14h 48m,12h 30m,10h 22m,8h 09m,6h 20m,4h 42m,2h 25m,0h 45m
Saint-Honoré,15,111986.2,31h 06m,,,,,,31h 06m,27h 39m,24h 32m,21h 17m,18h 27m,15h 33m,12h 49m,10h 10m,8h 11m,7h 15m,6h 12m,4h 47m,3h 59m
Saint-Hubert,15,105327.0,29h 15m,,,,,,29h 15m,25h 56m,22h 57m,19h 52m,17h 14m,14h 34m,12h 08m,9h 50m,7h 40m,5h 54m,4h 24m,2h 17m,0h 53m
Saint-Hyacinthe,15,105495.5,29h 18m,,,,,,29h 18m,25h 57m,22h 57m,19h 50m,17h 10m,14h 27m,11h 58m,9h 36m,7h 29m,5h 47m,4h 22m,2h 23m,1h 13m
Saint-Ignace,15,121247.4,33h 41m,,,,,,33h 41m,29h 50m,26h 14m,22h 26m,18h 58m,15h 17m,11h 37m,7h 47m,6h 17m,5h 00m,3h 21m,1h 50m,1h 18m
Saint-Isidore,15,102664.7,28h 31m,,,,,,28h 31m,25h 43m,23h 21m,20h 58m,19h 11m,17h 31m,15h 38m,14h 02m,12h 05m,10h 17m,7h 52m,4h 16m,0h 23m
Saint-Jacques-le-Mineur,15,106450.6,29h 34m,,,,,,29h 34m,26h 15m,23h 16m,20h 11m,17h 33m,14h 52m,12h 26m,10h 09m,7h 58m,6h 10m,4h 37m,2h 27m,0h 57m
Saint-Jean-Baptiste,15,105802.1,29h 23m,,,,,,29h 23m,26h 05m,23h 07m,20h 03m,17h 26m,14h 47m,12h 23m,10h 08m,7h 53m,6h 02m,4h 23m,2h 05m,0h 21m
Saint-Jean-sur-Richelieu,15,106347.7,29h 32m,,,,,,29h 32m,26h 13m,23h 14m,20h 09m,17h 31m,14h 51m,12h 25m,10h 08m,7h 57m,6h 11m,4h 39m,2h 30m,1h 03m
Saint-Jérôme,15,104278.3,28h 58m,,,,,,28h 58m,25h 42m,22h 46m,19h 45m,17h 12m,14h 38m,12h 19m,10h 11m,7h 57m,6h 07m,4h 30m,2h 12m,0h 31m
Saint John,15,121673.3,33h 48m,,,,,,33h 48m,29h 59m,26h 27m,22h 42m,19h 18m,15h 42m,12h 08m,8h 26m,6h 51m,5h 34m,4h 07m,2h 34m,1h 52m
Saint-Joseph,15,110458.3,30h 41m,,,,,,30h 41m,27h 27m,24h 34m,21h 36m,19h 06m,16h 36m,14h 22m,12h 20m,10h 34m,8h 54m,7h 07m,5h 35m,3h 15m
Saint-Joseph-de-Coleraine,15,110045.2,30h 34m,,,,,,30h 34m,27h 08m,24h 02m,20h 49m,18h 02m,15h 10m,12h 29m,9h 54m,7h 54m,6h 20m,5h 07m,3h 27m,2h 48m
Saint-Joseph-du-Lac,15,105187.5,29h 13m,,,,,,29h 13m,25h 55m,22h 58m,19h 56m,17h 21m,14h 44m,12h 22m,10h 09m,7h 56m,6h 07m,4h 30m,2h 13m,0h 33m
Saint-Laurent,15,104828.7,29h 07m,,,,,,29h 07m,25h 49m,22h 51m,19h 48m,17h 12m,14h 34m,12h 10m,9h 56m,7h 45m,5h 56m,4h 22m,2h 09m,0h 36m
Saint-Lazare,15,106135.9,29h 29m,,,,,,29h 29m,26h 10m,23h 12m,20h 08m,17h 31m,14h 52m,12h 27m,10h 12m,7h 57m,6h 05m,4h 25m,2h 05m,0h 19m
Saint-Léonard,15,104821.3,29h 07m,,,,,,29h 07m,25h 48m,22h 50m,19h 46m,17h 10m,14h 31m,12h 07m,9h 52m,7h 41m,5h 54m,4h 21m,2h 12m,0h 43m
Saint-Léonard-d'Aston,15,106631.7,29h 37m,,,,,,29h 37m,26h 14m,23h 10m,19h 59m,17h 15m,14h 27m,11h 52m,9h 22m,7h 20m,5h 44m,4h 27m,2h 40m,1h 51m
Saint-Liboire,15,105897.7,29h 25m,,,,,,29h 25m,26h 04m,23h 02m,19h 55m,17h 14m,14h 30m,11h 59m,9h 36m,7h 30m,5h 49m,4h 25m,2h 29m,1h 23m
Saint-Lin-Laurentides,15,104814.5,29h 07m,,,,,,29h 07m,25h 49m,22h 52m,19h 49m,17h 14m,14h 37m,12h 15m,10h 03m,7h 50m,6h 04m,4h 29m,2h 17m,0h 44m
Saint-Marc-des-Carrières,15,107214.0,29h 47m,,,,,,29h 47m,26h 21m,23h 16m,20h 02m,17h 15m,14h 23m,11h 43m,9h 09m,7h 09m,5h 39m,4h 29m,2h 52m,2h 19m
Saint-Mathieu,15,105774.5,29h 23m,,,,,,29h 23m,26h 04m,23h 05m,20h 00m,17h 22m,14h 42m,12h 17m,10h 00m,7h 48m,6h 01m,4h 28m,2h 18m,0h 48m
Saint-Michel,15,104807.1,29h 07m,,,,,,29h 07m,25h 48m,22h 50m,19h 47m,17h 10m,14h 32m,12h 08m,9h 53m,7h 42m,5h 55m,4h 22m,2h 11m,0h 42m
Saint-Michel-des-Saints,15,107827.1,29h 57m,,,,,,29h 57m,26h 39m,23h 43m,20h 40m,18h 05m,15h 28m,13h 07m,10h 54m,8h 44m,7h 00m,5h 30m,3h 24m,2h 01m
Saint-Narcisse,15,107080.8,29h 45m,,,,,,29h 45m,26h 21m,23h 16m,20h 05m,17h 20m,14h 31m,11h 54m,9h 24m,7h 22m,5h 49m,4h 33m,2h 49m,2h 04m
Saint-Philippe,15,105527.1,29h 19m,,,,,,29h 19m,25h 59m,23h 00m,19h 55m,17h 18m,14h 38m,12h 12m,9h 54m,7h 44m,5h 57m,4h 25m,2h 16m,0h 49m
Saint-Pie,15,106350.0,29h 32m,,,,,,29h 32m,26h 12m,23h 11m,20h 04m,17h 24m,14h 41m,12h 11m,9h 50m,7h 42m,6h 00m,4h 34m,2h 33m,1h 21m
Saint-Pierre-de-Véronne-à-Pike-River,15,107382.0,29h 50m,,,,,,29h 50m,26h 30m,23h 31m,20h 25m,17h 47m,15h 06m,12h 39m,10h 21m,8h 11m,6h 24m,4h 53m,2h 44m,1h 18m
Saint-Placide,15,105622.6,29h 20m,,,,,,29h 20m,26h 03m,23h 06m,20h 03m,17h 28m,14h 51m,12h 29m,10h 17m,8h 01m,6h 09m,4h 28m,2h 05m,0h 15m
Saint-Prime,15,110744.1,30h 46m,,,,,,30h 46m,27h 26m,24h 27m,21h 21m,18h 43m,16h 02m,13h 35m,11h 17m,9h 15m,8h 15m,7h 06m,5h 32m,4h 54m
Saint-Raphaël,15,104928.5,29h 09m,,,,,,29h 09m,26h 03m,23h 21m,20h 35m,18h 19m,16h 06m,14h 13m,12h 20m,10h 14m,8h 12m,6h 17m,3h 33m,1h 09m
Saint-Raymond,15,105064.8,29h 11m,,,,,,29h 11m,25h 53m,22h 55m,19h 51m,17h 15m,14h 36m,12h 13m,9h 58m,7h 46m,5h 58m,4h 24m,2h 12m,0h 40m
Saint-Rémi,15,105843.2,29h 24m,,,,,,29h 24m,26h 05m,23h 06m,20h 02m,17h 25m,14h 45m,12h 20m,10h 04m,7h 52m,6h 04m,4h 29m,2h 17m,0h 44m
Saint-Sauveur,15,104427.7,29h 00m,,,,,,29h 00m,25h 45m,22h 50m,19h 51m,17h 19m,14h 46m,12h 29m,10h 24m,8h 09m,6h 19m,4h 41m,2h 23m,0h 40m
Saint-Sauveur-des-Monts,15,104337.3,28h 59m,,,,,,28h 59m,25h 43m,22h 49m,19h 50m,17h 18m,14h 45m,12h 29m,10h 23m,8h 09m,6h 19m,4h 41m,2h 23m,0h 40m
Saint-Théophile,15,112772.2,31h 20m,,,,,,31h 20m,27h 51m,24h 42m,21h 25m,18h 34m,15h 37m,12h 50m,10h 07m,8h 10m,6h 40m,5h 33m,4h 00m,3h 32m
Saint-Thomas,15,105342.9,29h 16m,,,,,,29h 16m,25h 56m,22h 56m,19h 51m,17h 13m,14h 32m,12h 05m,9h 46m,7h 38m,5h 56m,4h 28m,2h 26m,1h 10m
Saint-Tite,15,107714.8,29h 55m,,,,,,29h 55m,26h 31m,23h 27m,20h 16m,17h 31m,14h 42m,12h 06m,9h 35m,7h 33m,5h 59m,4h 43m,2h 58m,2h 11m
Saint-Ubalde,15,107865.5,29h 58m,,,,,,29h 58m,26h 33m,23h 27m,20h 14m,17h 28m,14h 37m,11h 57m,9h 23m,7h 23m,5h 52m,4h 40m,3h 01m,2h 23m
Saint-Valère,15,106969.2,29h 43m,,,,,,29h 43m,26h 19m,23h 14m,20h 03m,17h 18m,14h 28m,11h 52m,9h 21m,7h 19m,5h 44m,4h 29m,2h 45m,2h 00m
Saint-Victor,15,105127.8,29h 12m,,,,,,29h 12m,25h 53m,22h 55m,19h 50m,17h 14m,14h 34m,12h 09m,9h 54m,7h 43m,5h 57m,4h 25m,2h 17m,0h 51m
Saint-Zotique,15,111517.5,30h 59m,,,,,,30h 59m,27h 46m,24h 55m,21h 59m,19h 32m,17h 05m,14h 54m,12h 57m,11h 04m,9h 17m,7h 17m,5h 29m,2h 40m
Salaberry-de-Valleyfield,15,111636.8,31h 01m,,,,,,31h 01m,27h 47m,24h 56m,21h 59m,19h 31m,17h 03m,14h 52m,12h 53m,11h 01m,9h 15m,7h 16m,5h 30m,2h 45m
Salisbury,15,120880.7,33h 35m,,,,,,33h 35m,29h 44m,26h 09m,22h 21m,18h 53m,15h 13m,11h 34m,7h 45m,6h 03m,4h 52m,3h 13m,1h 49m,0h 51m
Salmo,15,143454.1,39h 51m,,,,,,39h 51m,37h 07m,34h 18m,31h 18m,28h 06m,24h 19m,20h 24m,17h 34m,14h 35m,12h 40m,10h 37m,7h 39m,4h 36m
Salmon Arm,15,145332.6,40h 22m,,,,,,40h 22m,37h 34m,34h 39m,31h 33m,28h 13m,24h 17m,20h 12m,17h 08m,14h 24m,12h 43m,10h 49m,8h 26m,5h 06m
Saltair,15,170444.5,47h 21m,,,,,,47h 21m,44h 27m,41h 26m,38h 14m,34h 46m,30h 40m,26h 22m,23h 04m,20h 25m,18h 23m,16h 41m,14h 12m,10h 22m
Sardis,15,157467.8,43h 44m,,,,,,43h 44m,40h 52m,37h 52m,34h 41m,31h 15m,27h 12m,22h 56m,19h 41m,17h 07m,15h 10m,13h 35m,11h 18m,7h 48m
Sarnia,15,124798.7,34h 40m,,,,,,34h 40m,31h 47m,29h 19m,26h 49m,24h 54m,23h 04m,21h 40m,20h 00m,18h 27m,16h 35m,14h 15m,11h 56m,8h 16m
Saskatoon,15,116210.0,32h 17m,,,,,,32h 17m,29h 47m,27h 15m,24h 35m,21h 46m,18h 26m,15h 05m,12h 47m,10h 01m,7h 57m,6h 00m,4h 31m,2h 44m
Sault Ste. Marie,15,109235.9,30h 21m,,,,,,30h 21m,28h 02m,26h 13m,24h 30m,23h 12m,21h 57m,20h 34m,19h 08m,17h 27m,15h 49m,13h 39m,11h 14m,8h 14m
Savona,15,149710.2,41h 35m,,,,,,41h 35m,38h 43m,35h 44m,32h 33m,29h 08m,25h 05m,20h 51m,17h 36m,15h 03m,13h 08m,11h 40m,9h 33m,6h 18m
Scarborough Village,15,115843.0,32h 11m,,,,,,32h 11m,29h 18m,26h 50m,24h 22m,22h 27m,20h 38m,19h 15m,17h 43m,16h 21m,14h 34m,12h 32m,10h 41m,7h 47m
Schreiber,15,108060.2,30h 01m,,,,,,30h 01m,28h 11m,26h 51m,25h 22m,23h 55m,22h 19m,20h 33m,18h 52m,16h 47m,14h 48m,12h 21m,9h 28m,7h 10m
Scotch Creek,15,147691.5,41h 02m,,,,,,41h 02m,38h 12m,35h 15m,32h 08m,28h 46m,24h 48m,20h 39m,17h 32m,14h 53m,13h 07m,11h 21m,9h 09m,5h 44m
Scott,15,109476.8,30h 25m,,,,,,30h 25m,27h 19m,24h 36m,21h 49m,19h 34m,17h 20m,15h 26m,13h 42m,11h 36m,10h 21m,8h 53m,6h 48m,5h 20m
Seafair,15,162624.0,45h 10m,,,,,,45h 10m,42h 17m,39h 17m,36h 06m,32h 39m,28h 35m,24h 18m,21h 02m,18h 26m,16h 27m,14h 49m,12h 27m,8h 49m
Seaforth,15,121166.1,33h 39m,,,,,,33h 39m,30h 48m,28h 22m,25h 54m,24h 01m,22h 15m,20h 54m,19h 14m,17h 41m,15h 55m,13h 36m,11h 18m,7h 41m
Sechelt,15,166529.1,46h 15m,,,,,,46h 15m,43h 22m,40h 22m,37h 10m,33h 42m,29h 37m,25h 20m,22h 03m,19h 26m,17h 25m,15h 45m,13h 20m,9h 36m
Selkirk,15,108695.4,30h 12m,,,,,,30h 12m,28h 15m,26h 19m,24h 23m,22h 26m,20h 08m,17h 30m,14h 49m,12h 16m,9h 39m,7h 05m,4h 40m,2h 13m
Senneterre,15,103204.4,28h 40m,,,,,,28h 40m,25h 47m,23h 19m,20h 51m,18h 56m,17h 07m,15h 24m,13h 37m,12h 11m,10h 17m,8h 09m,5h 06m,2h 08m
Sentinel Hill,15,162130.0,45h 02m,,,,,,45h 02m,42h 09m,39h 09m,35h 58m,32h 31m,28h 27m,24h 10m,20h 54m,18h 18m,16h 19m,14h 42m,12h 21m,8h 43m
Sept-Îles,15,129641.3,36h 01m,,,,,,36h 01m,32h 26m,29h 10m,25h 45m,22h 44m,19h 35m,16h 34m,13h 33m,11h 57m,10h 34m,10h 05m,9h 25m,8h 20m
Sexsmith,15,133064.2,36h 58m,,,,,,36h 58m,33h 58m,30h 51m,27h 31m,23h 55m,19h 38m,15h 07m,11h 33m,9h 48m,7h 30m,5h 41m,4h 22m,3h 01m
Seymour Heights,15,161884.4,44h 58m,,,,,,44h 58m,42h 05m,39h 05m,35h 54m,32h 27m,28h 23m,24h 07m,20h 50m,18h 14m,16h 16m,14h 38m,12h 17m,8h 40m
Sharbot Lake,15,114951.8,31h 56m,,,,,,31h 56m,28h 51m,26h 09m,23h 24m,21h 10m,18h 58m,17h 07m,15h 33m,13h 35m,11h 40m,9h 30m,7h 26m,4h 12m
Shaughnessy,15,162137.2,45h 02m,,,,,,45h 02m,42h 09m,39h 09m,35h 58m,32h 31m,28h 27m,24h 11m,20h 54m,18h 18m,16h 19m,14h 42m,12h 21m,8h 43m
Shaunavon,15,119880.6,33h 18m,,,,,,33h 18m,30h 49m,28h 16m,25h 36m,22h 46m,19h 27m,16h 05m,13h 30m,10h 42m,8h 15m,5h 43m,3h 54m,2h 55m
Shawinigan,15,107316.0,29h 49m,,,,,,29h 49m,26h 25m,23h 22m,20h 12m,17h 29m,14h 42m,12h 07m,9h 39m,7h 35m,6h 00m,4h 41m,2h 52m,1h 58m
Shawville,15,104873.7,29h 08m,,,,,,29h 08m,25h 59m,23h 12m,20h 21m,18h 00m,15h 40m,13h 39m,11h 46m,9h 28m,7h 24m,5h 27m,2h 40m,0h 09m
Shediac,15,121381.0,33h 43m,,,,,,33h 43m,29h 50m,26h 13m,22h 23m,18h 52m,15h 08m,11h 25m,7h 30m,5h 51m,4h 32m,2h 52m,1h 30m,0h 36m
Shediac Cape,15,121385.4,33h 43m,,,,,,33h 43m,29h 50m,26h 13m,22h 23m,18h 52m,15h 08m,11h 25m,7h 30m,5h 51m,4h 33m,2h 52m,1h 30m,0h 37m
Shelburne,15,137691.7,38h 15m,,,,,,38h 15m,34h 19m,30h 38m,26h 45m,23h 09m,19h 20m,15h 29m,11h 26m,9h 44m,8h 12m,6h 56m,5h 40m,4h 20m
Shelburne,15,116200.0,32h 17m,,,,,,32h 17m,29h 26m,27h 01m,24h 35m,22h 43m,20h 58m,19h 37m,17h 59m,16h 26m,14h 44m,12h 25m,10h 08m,6h 33m
Shellbrook,15,119307.4,33h 08m,,,,,,33h 08m,30h 37m,28h 01m,25h 18m,22h 25m,19h 02m,15h 35m,13h 20m,10h 27m,8h 25m,6h 33m,4h 51m,2h 41m
Shenley,15,111502.4,30h 58m,,,,,,30h 58m,27h 31m,24h 23m,21h 07m,18h 16m,15h 20m,12h 35m,9h 54m,7h 56m,6h 26m,5h 18m,3h 44m,3h 17m
Sherbrooke,15,108852.7,30h 14m,,,,,,30h 14m,26h 52m,23h 49m,20h 40m,17h 57m,15h 11m,12h 38m,10h 11m,8h 05m,6h 25m,5h 02m,3h 06m,2h 00m
Sherwood Park,15,124070.6,34h 28m,,,,,,34h 28m,31h 42m,28h 49m,25h 47m,22h 31m,18h 39m,14h 38m,11h 41m,9h 23m,7h 57m,6h 13m,4h 48m,2h 44m
Sicamous,15,144122.5,40h 02m,,,,,,40h 02m,37h 14m,34h 20m,31h 15m,27h 55m,24h 00m,19h 55m,16h 53m,14h 10m,12h 31m,10h 29m,8h 06m,4h 49m
Sidney,15,168660.8,46h 51m,,,,,,46h 51m,43h 57m,40h 57m,37h 45m,34h 17m,30h 12m,25h 54m,22h 36m,19h 58m,17h 57m,16h 15m,13h 48m,10h 01m
Simcoe,15,120686.6,33h 31m,,,,,,33h 31m,30h 38m,28h 10m,25h 40m,23h 44m,21h 54m,20h 29m,18h 50m,17h 19m,15h 27m,13h 09m,10h 54m,7h 21m
Sioux Lookout,15,109834.5,30h 31m,,,,,,30h 31m,28h 54m,27h 19m,25h 32m,23h 45m,21h 59m,19h 53m,17h 35m,15h 10m,12h 05m,10h 00m,8h 00m,4h 47m
Skidegate,15,199940.8,55h 32m,,,,,,55h 32m,52h 24m,49h 06m,45h 34m,41h 43m,37h 09m,32h 17m,28h 16m,25h 42m,22h 36m,19h 40m,17h 19m,13h 54m
Slave Lake,15,129003.7,35h 50m,,,,,,35h 50m,32h 56m,29h 55m,26h 43m,23h 15m,19h 09m,14h 51m,11h 32m,9h 42m,7h 47m,6h 29m,4h 37m,3h 19m
Sliammon,15,174772.9,48h 33m,,,,,,48h 33m,45h 39m,42h 38m,39h 25m,35h 56m,31h 50m,27h 31m,24h 12m,21h 32m,19h 27m,17h 43m,15h 10m,11h 14m
Smithers,15,162424.3,45h 07m,,,,,,45h 07m,42h 03m,38h 51m,35h 25m,31h 42m,27h 17m,22h 36m,18h 48m,16h 32m,13h 50m,11h 27m,9h 49m,7h 13m
Smiths Falls,15,112559.2,31h 16m,,,,,,31h 16m,28h 11m,25h 29m,22h 43m,20h 28m,18h 16m,16h 23m,14h 48m,12h 51m,10h 58m,8h 50m,6h 49m,3h 40m
Smoky Lake,15,124314.8,34h 32m,,,,,,34h 32m,31h 46m,28h 53m,25h 51m,22h 35m,18h 43m,14h 43m,11h 46m,9h 30m,8h 04m,6h 14m,4h 51m,2h 53m
Smooth Rock Falls,15,106707.0,29h 38m,,,,,,29h 38m,27h 18m,25h 26m,23h 40m,22h 21m,21h 02m,19h 37m,18h 14m,16h 31m,14h 50m,12h 37m,9h 58m,6h 45m
Snow Lake,15,125295.9,34h 48m,,,,,,34h 48m,32h 34m,30h 20m,28h 01m,25h 36m,22h 47m,20h 02m,17h 10m,15h 02m,12h 23m,9h 26m,6h 42m,4h 41m
Sointula,15,189471.3,52h 38m,,,,,,52h 38m,49h 48m,46h 51m,43h 43m,40h 20m,36h 21m,32h 11m,29h 02m,26h 36m,24h 50m,23h 35m,21h 42m,18h 52m
Sooke,15,172147.7,47h 49m,,,,,,47h 49m,44h 55m,41h 54m,38h 42m,35h 14m,31h 08m,26h 49m,23h 31m,20h 52m,18h 48m,17h 05m,14h 35m,10h 43m
Sorel-Tracy,15,106488.4,29h 35m,,,,,,29h 35m,26h 14m,23h 13m,20h 06m,17h 26m,14h 43m,12h 13m,9h 52m,7h 44m,6h 03m,4h 37m,2h 37m,1h 26m
Souris,15,128730.9,35h 46m,,,,,,35h 46m,31h 48m,28h 05m,24h 09m,20h 31m,16h 38m,12h 43m,8h 35m,6h 42m,5h 01m,3h 25m,2h 26m,1h 34m
