from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Boutiliers Point,15,130610.1,36h 17m,,,,,,36h 17m,32h 22m,28h 42m,24h 49m,21h 14m,17h 26m,13h 37m,9h 35m,7h 55m,6h 27m,5h 15m,4h 05m,2h 55m
Bowen Island,15,164226.3,45h 37m,,,,,,45h 37m,42h 44m,39h 44m,36h 32m,33h 05m,29h 00m,24h 44m,21h 27m,18h 50m,16h 51m,15h 12m,12h 49m,9h 08m
Bow Island,15,121747.5,33h 49m,,,,,,33h 49m,31h 14m,28h 34m,25h 46m,22h 47m,19h 16m,15h 40m,13h 15m,10h 10m,7h 56m,5h 43m,3h 25m,1h 37m
Bowmanville,15,113747.1,31h 36m,,,,,,31h 36m,28h 40m,26h 09m,23h 36m,21h 36m,19h 41m,18h 11m,16h 36m,15h 05m,13h 10m,10h 58m,8h 53m,5h 37m
Bowness,15,125927.4,34h 59m,,,,,,34h 59m,32h 15m,29h 27m,26h 28m,23h 17m,19h 30m,15h 37m,12h 48m,10h 11m,8h 35m,6h 43m,4h 33m,2h 08m
Bracebridge,15,113013.1,31h 24m,,,,,,31h 24m,28h 36m,26h 14m,23h 52m,22h 06m,20h 27m,19h 02m,17h 32m,15h 55m,14h 11m,11h 59m,9h 36m,5h 49m
Bradner,15,159342.1,44h 16m,,,,,,44h 16m,41h 23m,38h 23m,35h 12m,31h 46m,27h 42m,23h 26m,20h 10m,17h 36m,15h 38m,14h 02m,11h 43m,8h 10m
Braeside,15,125616.6,34h 54m,,,,,,34h 54m,32h 11m,29h 22m,26h 24m,23h 13m,19h 28m,15h 35m,12h 48m,10h 09m,8h 32m,6h 42m,4h 31m,2h 09m
Brampton,15,115273.3,32h 01m,,,,,,32h 01m,29h 09m,26h 41m,24h 12m,22h 17m,20h 28m,19h 05m,17h 27m,15h 58m,14h 08m,11h 53m,9h 43m,6h 17m
Brandon,15,109165.4,30h 19m,,,,,,30h 19m,28h 12m,26h 05m,23h 56m,21h 42m,19h 05m,16h 36m,13h 35m,11h 16m,8h 59m,5h 48m,3h 48m,2h 05m
Brant,15,118758.5,32h 59m,,,,,,32h 59m,30h 06m,27h 38m,25h 08m,23h 13m,21h 23m,19h 58m,18h 20m,16h 50m,14h 58m,12h 41m,10h 28m,6h 58m
Brantford,15,118565.6,32h 56m,,,,,,32h 56m,30h 03m,27h 35m,25h 05m,23h 09m,21h 20m,19h 55m,18h 17m,16h 47m,14h 55m,12h 39m,10h 26m,6h 56m
Brentwood,15,125731.8,34h 56m,,,,,,34h 56m,32h 12m,29h 23m,26h 25m,23h 13m,19h 27m,15h 34m,12h 45m,10h 08m,8h 33m,6h 41m,4h 33m,2h 09m
Brentwood Park,15,161321.0,44h 49m,,,,,,44h 49m,41h 56m,38h 56m,35h 44m,32h 18m,28h 14m,23h 58m,20h 41m,18h 06m,16h 07m,14h 30m,12h 10m,8h 34m
Breslau,15,118167.9,32h 49m,,,,,,32h 49m,29h 56m,27h 28m,24h 59m,23h 03m,21h 14m,19h 50m,18h 11m,16h 41m,14h 50m,12h 33m,10h 21m,6h 51m
Bridgeview,15,160824.0,44h 40m,,,,,,44h 40m,41h 48m,38h 48m,35h 36m,32h 10m,28h 06m,23h 50m,20h 34m,17h 58m,16h 00m,14h 23m,12h 03m,8h 28m
Bridgewater,15,132581.9,36h 50m,,,,,,36h 50m,32h 54m,29h 13m,25h 18m,21h 42m,17h 52m,14h 01m,9h 57m,8h 14m,6h 41m,5h 22m,4h 03m,2h 37m
Bridlewood,15,125462.1,34h 51m,,,,,,34h 51m,32h 08m,29h 20m,26h 22m,23h 12m,19h 27m,15h 35m,12h 48m,10h 09m,8h 31m,6h 42m,4h 29m,2h 08m
Brighouse-City Centre,15,162351.0,45h 06m,,,,,,45h 06m,42h 13m,39h 13m,36h 01m,32h 35m,28h 30m,24h 14m,20h 57m,18h 22m,16h 23m,14h 45m,12h 24m,8h 46m
Britannia,15,125652.9,34h 54m,,,,,,34h 54m,32h 11m,29h 23m,26h 24m,23h 13m,19h 28m,15h 34m,12h 47m,10h 09m,8h 33m,6h 42m,4h 33m,2h 10m
British Properties,15,162203.0,45h 03m,,,,,,45h 03m,42h 10m,39h 10m,35h 59m,32h 32m,28h 28m,24h 12m,20h 55m,18h 19m,16h 20m,14h 43m,12h 22m,8h 44m
Broadmoor,15,162315.7,45h 05m,,,,,,45h 05m,42h 12m,39h 12m,36h 01m,32h 34m,28h 30m,24h 13m,20h 57m,18h 21m,16h 22m,14h 45m,12h 23m,8h 45m
Brocklehurst,15,148579.5,41h 16m,,,,,,41h 16m,38h 25m,35h 26m,32h 16m,28h 51m,24h 49m,20h 36m,17h 22m,14h 52m,13h 00m,11h 24m,9h 14m,5h 58m
Brockville,15,112690.4,31h 18m,,,,,,31h 18m,28h 10m,25h 25m,22h 36m,20h 17m,17h 59m,16h 01m,14h 18m,12h 23m,10h 33m,8h 28m,6h 32m,3h 31m
Bromont,15,107301.0,29h 48m,,,,,,29h 48m,26h 28m,23h 27m,20h 21m,17h 41m,14h 59m,12h 30m,10h 09m,8h 00m,6h 16m,4h 47m,2h 44m,1h 25m
Brooks,15,121820.2,33h 50m,,,,,,33h 50m,31h 13m,28h 30m,25h 39m,22h 37m,19h 01m,15h 21m,12h 49m,9h 56m,7h 59m,6h 10m,3h 50m,2h 00m
Brookswood,15,160227.8,44h 30m,,,,,,44h 30m,41h 38m,38h 38m,35h 27m,32h 00m,27h 56m,23h 40m,20h 24m,17h 49m,15h 51m,14h 15m,11h 55m,8h 21m
Brossard,15,105284.0,29h 15m,,,,,,29h 15m,25h 56m,22h 57m,19h 52m,17h 15m,14h 35m,12h 10m,9h 54m,7h 43m,5h 56m,4h 24m,2h 16m,0h 49m
Brownsburg-Chatham,15,105127.3,29h 12m,,,,,,29h 12m,25h 55m,23h 00m,19h 59m,17h 25m,14h 50m,12h 31m,10h 22m,8h 05m,6h 12m,4h 30m,2h 05m,0h 12m
Bruno,15,116390.9,32h 20m,,,,,,32h 20m,29h 53m,27h 23m,24h 47m,22h 02m,18h 47m,15h 32m,13h 08m,10h 29m,8h 18m,6h 11m,4h 53m,2h 48m
Brussels,15,120066.8,33h 21m,,,,,,33h 21m,30h 30m,28h 05m,25h 39m,23h 47m,22h 02m,20h 41m,19h 02m,17h 29m,15h 45m,13h 25m,11h 07m,7h 29m
Buffalo Narrows,15,130082.5,36h 08m,,,,,,36h 08m,33h 28m,30h 44m,27h 50m,24h 44m,21h 05m,17h 20m,14h 42m,11h 55m,9h 53m,8h 14m,6h 27m,4h 05m
Burford,15,119171.2,33h 06m,,,,,,33h 06m,30h 13m,27h 45m,25h 15m,23h 19m,21h 29m,20h 05m,18h 26m,16h 56m,15h 04m,12h 47m,10h 34m,7h 03m
Burgeo,15,158175.3,43h 56m,,,,,,43h 56m,39h 36m,35h 26m,30h 59m,26h 44m,22h 07m,17h 19m,12h 03m,9h 26m,8h 17m,6h 44m,5h 37m,4h 26m
Burkeville,15,162447.6,45h 07m,,,,,,45h 07m,42h 14m,39h 15m,36h 03m,32h 36m,28h 32m,24h 16m,20h 59m,18h 23m,16h 24m,14h 46m,12h 25m,8h 47m
Burlington,15,116272.5,32h 18m,,,,,,32h 18m,29h 25m,26h 57m,24h 28m,22h 32m,20h 43m,19h 19m,17h 41m,16h 12m,14h 21m,12h 06m,9h 55m,6h 29m
Burnaby,15,161191.1,44h 47m,,,,,,44h 47m,41h 54m,38h 54m,35h 42m,32h 16m,28h 11m,23h 56m,20h 39m,18h 04m,16h 05m,14h 29m,12h 08m,8h 32m
Burnaby Heights,15,161392.4,44h 50m,,,,,,44h 50m,41h 57m,38h 57m,35h 46m,32h 19m,28h 15m,23h 59m,20h 42m,18h 07m,16h 08m,14h 31m,12h 11m,8h 34m
Burns Lake,15,156625.8,43h 30m,,,,,,43h 30m,40h 29m,37h 18m,33h 55m,30h 14m,25h 52m,21h 15m,17h 33m,15h 23m,12h 49m,10h 38m,9h 18m,7h 12m
Burquitlam,15,160964.5,44h 43m,,,,,,44h 43m,41h 50m,38h 50m,35h 39m,32h 12m,28h 08m,23h 52m,20h 36m,18h 00m,16h 02m,14h 25m,12h 05m,8h 29m
Cache Bay,15,109243.0,30h 21m,,,,,,30h 21m,27h 38m,25h 22m,23h 06m,21h 27m,19h 57m,18h 29m,17h 10m,15h 29m,13h 40m,11h 49m,9h 21m,5h 28m
Cache Creek,15,150683.9,41h 51m,,,,,,41h 51m,38h 58m,35h 58m,32h 47m,29h 20m,25h 15m,20h 59m,17h 43m,15h 10m,13h 12m,11h 39m,9h 39m,6h 37m
Cadboro Bay,15,170315.5,47h 19m,,,,,,47h 19m,44h 25m,41h 24m,38h 12m,34h 44m,30h 38m,26h 20m,23h 02m,20h 24m,18h 21m,16h 39m,14h 10m,10h 21m
Caesarea,15,113864.3,31h 38m,,,,,,31h 38m,28h 44m,26h 15m,23h 44m,21h 47m,19h 56m,18h 30m,16h 54m,15h 27m,13h 33m,11h 20m,9h 13m,5h 54m
Caledon,15,115701.3,32h 08m,,,,,,32h 08m,29h 16m,26h 49m,24h 22m,22h 28m,20h 40m,19h 19m,17h 40m,16h 09m,14h 22m,12h 06m,9h 53m,6h 24m
Calgary,15,125566.5,34h 53m,,,,,,34h 53m,32h 10m,29h 21m,26h 23m,23h 11m,19h 26m,15h 32m,12h 44m,10h 07m,8h 31m,6h 40m,4h 31m,2h 08m
Callander,15,109471.9,30h 25m,,,,,,30h 25m,27h 38m,25h 18m,22h 57m,21h 13m,19h 36m,18h 10m,16h 43m,15h 05m,13h 19m,11h 13m,8h 48m,4h 58m
Calmar,15,125853.4,34h 58m,,,,,,34h 58m,32h 10m,29h 17m,26h 13m,22h 56m,19h 02m,15h 00m,12h 00m,9h 43m,8h 13m,6h 32m,5h 08m,2h 57m
Calumet,15,110313.6,30h 39m,,,,,,30h 39m,27h 28m,24h 40m,21h 47m,19h 24m,17h 02m,14h 57m,13h 07m,11h 13m,9h 24m,7h 23m,5h 31m,2h 37m
Cambrian Heights,15,125538.7,34h 52m,,,,,,34h 52m,32h 09m,29h 20m,26h 22m,23h 10m,19h 25m,15h 31m,12h 43m,10h 06m,8h 31m,6h 40m,4h 32m,2h 08m
Cambridge,15,117663.5,32h 41m,,,,,,32h 41m,29h 48m,27h 20m,24h 51m,22h 55m,21h 06m,19h 42m,18h 03m,16h 33m,14h 42m,12h 26m,10h 14m,6h 45m
Cambridge Bay,1,0.0,0h 00m,,,,,,,,,,,,,,,,,,
Camlachie,15,124058.8,34h 28m,,,,,,34h 28m,31h 35m,29h 07m,26h 39m,24h 44m,22h 55m,21h 32m,19h 52m,18h 19m,16h 29m,14h 08m,11h 50m,8h 11m
Campbell Creek,15,147810.4,41h 04m,,,,,,41h 04m,38h 12m,35h 15m,32h 06m,28h 42m,24h 41m,20h 29m,17h 18m,14h 46m,12h 56m,11h 19m,9h 13m,5h 54m
Campbellford,15,114318.4,31h 45m,,,,,,31h 45m,28h 46m,26h 11m,23h 34m,21h 29m,19h 28m,17h 50m,16h 17m,14h 35m,12h 40m,10h 30m,8h 25m,5h 10m
Campbell River,15,175382.1,48h 43m,,,,,,48h 43m,45h 49m,42h 48m,39h 35m,36h 06m,32h 00m,27h 41m,24h 21m,21h 41m,19h 37m,17h 51m,15h 18m,11h 21m
Camperville,15,115641.8,32h 07m,,,,,,32h 07m,29h 56m,27h 43m,25h 27m,23h 06m,20h 20m,17h 40m,14h 47m,12h 39m,10h 07m,7h 09m,5h 00m,3h 10m
Camrose,15,124159.2,34h 29m,,,,,,34h 29m,31h 44m,28h 54m,25h 53m,22h 39m,18h 50m,14h 53m,11h 59m,9h 35m,8h 13m,6h 21m,4h 42m,2h 41m
Canal Flats,15,136259.8,37h 51m,,,,,,37h 51m,35h 06m,32h 15m,29h 14m,26h 00m,22h 10m,18h 12m,15h 19m,12h 32m,10h 52m,8h 48m,6h 16m,3h 20m
Candiac,15,105511.6,29h 19m,,,,,,29h 19m,25h 59m,23h 01m,19h 56m,17h 18m,14h 38m,12h 13m,9h 56m,7h 45m,5h 58m,4h 26m,2h 16m,0h 48m
Canmore,15,128893.5,35h 48m,,,,,,35h 48m,33h 04m,30h 13m,27h 13m,24h 00m,20h 11m,16h 15m,13h 22m,10h 43m,9h 06m,7h 07m,4h 51m,2h 09m
Canora,15,113114.4,31h 25m,,,,,,31h 25m,29h 07m,26h 47m,24h 22m,21h 51m,18h 53m,15h 57m,13h 15m,11h 03m,8h 29m,5h 51m,4h 10m,2h 43m
Cantley,15,105094.3,29h 12m,,,,,,29h 12m,26h 00m,23h 10m,20h 15m,17h 49m,15h 24m,13h 16m,11h 21m,8h 59m,7h 00m,5h 08m,2h 30m,0h 14m
Canyon Heights,15,162118.1,45h 02m,,,,,,45h 02m,42h 09m,39h 09m,35h 58m,32h 31m,28h 26m,24h 10m,20h 54m,18h 18m,16h 19m,14h 42m,12h 21m,8h 43m
Canyon Meadows,15,125488.0,34h 51m,,,,,,34h 51m,32h 09m,29h 20m,26h 22m,23h 11m,19h 26m,15h 33m,12h 46m,10h 08m,8h 31m,6h 41m,4h 30m,2h 08m
Cap-aux-Meules,15,144455.5,40h 08m,,,,,,40h 08m,36h 07m,32h 21m,28h 21m,24h 38m,20h 40m,16h 39m,12h 22m,10h 18m,8h 22m,6h 26m,4h 57m,4h 06m
Cap-Chat,15,117355.8,32h 36m,,,,,,32h 36m,28h 53m,25h 27m,21h 50m,18h 35m,15h 10m,11h 49m,8h 23m,6h 42m,5h 27m,4h 29m,3h 32m,2h 03m
Capitol Hill,15,125517.3,34h 52m,,,,,,34h 52m,32h 09m,29h 20m,26h 22m,23h 10m,19h 25m,15h 31m,12h 43m,10h 06m,8h 30m,6h 39m,4h 30m,2h 07m
Capitol Hill,15,161413.0,44h 50m,,,,,,44h 50m,41h 57m,38h 57m,35h 46m,32h 19m,28h 15m,23h 59m,20h 43m,18h 07m,16h 09m,14h 32m,12h 11m,8h 35m
Capreol,15,110111.3,30h 35m,,,,,,30h 35m,27h 58m,25h 47m,23h 39m,22h 08m,20h 48m,19h 15m,17h 52m,16h 25m,14h 30m,12h 46m,10h 20m,6h 27m
Carberry,15,108827.3,30h 14m,,,,,,30h 14m,28h 09m,26h 04m,23h 57m,21h 46m,19h 13m,16h 46m,13h 45m,11h 24m,9h 04m,5h 59m,3h 55m,2h 04m
Carbonear,15,175636.3,48h 47m,,,,,,48h 47m,44h 21m,40h 05m,35h 31m,31h 07m,26h 20m,21h 18m,15h 47m,12h 49m,11h 12m,9h 01m,6h 56m,4h 50m
Cardston,15,126143.9,35h 02m,,,,,,35h 02m,32h 22m,29h 36m,26h 42m,23h 35m,19h 54m,16h 07m,13h 27m,10h 32m,8h 33m,6h 40m,4h 01m,1h 37m
Cariboo,15,160805.0,44h 40m,,,,,,44h 40m,41h 47m,38h 47m,35h 36m,32h 09m,28h 05m,23h 49m,20h 33m,17h 58m,16h 00m,14h 23m,12h 03m,8h 27m
Carignan,15,105751.5,29h 23m,,,,,,29h 23m,26h 03m,23h 04m,19h 59m,17h 21m,14h 40m,12h 14m,9h 56m,7h 46m,6h 00m,4h 29m,2h 22m,0h 58m
Carleton Place,15,111461.4,30h 58m,,,,,,30h 58m,27h 53m,25h 11m,22h 27m,20h 13m,18h 01m,16h 10m,14h 36m,12h 39m,10h 46m,8h 38m,6h 37m,3h 28m
Carlyle,15,112095.5,31h 08m,,,,,,31h 08m,28h 53m,26h 37m,24h 17m,21h 51m,19h 00m,16h 12m,13h 20m,11h 13m,8h 29m,5h 30m,3h 52m,2h 41m
Carmacks,15,197174.6,54h 46m,,,,,,54h 46m,51h 24m,47h 49m,43h 58m,39h 44m,34h 43m,29h 18m,24h 35m,21h 24m,17h 52m,13h 29m,8h 56m,4h 37m
Carman,15,109209.8,30h 20m,,,,,,30h 20m,28h 21m,26h 23m,24h 23m,22h 22m,20h 00m,17h 25m,14h 38m,12h 08m,9h 36m,6h 53m,4h 33m,2h 17m
Carnduff,15,113091.0,31h 25m,,,,,,31h 25m,29h 11m,26h 57m,24h 38m,22h 14m,19h 24m,16h 40m,13h 43m,11h 31m,8h 50m,5h 43m,3h 57m,2h 36m
Caronport,15,113946.3,31h 39m,,,,,,31h 39m,29h 16m,26h 50m,24h 18m,21h 38m,18h 29m,15h 22m,12h 44m,10h 15m,7h 45m,5h 11m,3h 59m,2h 30m
Carp,15,110711.4,30h 45m,,,,,,30h 45m,27h 41m,25h 00m,22h 15m,20h 02m,17h 51m,16h 00m,14h 27m,12h 31m,10h 38m,8h 30m,6h 30m,3h 22m
Carrot River,15,119222.0,33h 07m,,,,,,33h 07m,30h 42m,28h 13m,25h 39m,22h 56m,19h 44m,16h 32m,14h 03m,11h 28m,9h 08m,6h 51m,5h 10m,2h 56m
Carseland,15,124582.5,34h 36m,,,,,,34h 36m,31h 55m,29h 08m,26h 12m,23h 04m,19h 21m,15h 32m,12h 49m,10h 07m,8h 25m,6h 41m,4h 22m,2h 10m
Carstairs,15,126299.8,35h 05m,,,,,,35h 05m,32h 20m,29h 30m,26h 29m,23h 16m,19h 27m,15h 30m,12h 37m,10h 05m,8h 36m,6h 39m,4h 41m,2h 13m
Cascade Heights,15,161374.5,44h 50m,,,,,,44h 50m,41h 57m,38h 57m,35h 45m,32h 19m,28h 14m,23h 58m,20h 42m,18h 07m,16h 08m,14h 31m,12h 11m,8h 34m
Casselman,15,110777.0,30h 46m,,,,,,30h 46m,27h 38m,24h 52m,22h 02m,19h 42m,17h 23m,15h 23m,13h 39m,11h 45m,9h 56m,7h 53m,6h 00m,3h 04m
Cassidy,15,169970.8,47h 13m,,,,,,47h 13m,44h 19m,41h 19m,38h 06m,34h 38m,30h 33m,26h 15m,22h 56m,20h 18m,18h 16m,16h 34m,14h 06m,10h 17m
Castlegar,15,145371.3,40h 23m,,,,,,40h 23m,37h 39m,34h 49m,31h 50m,28h 37m,24h 49m,20h 54m,18h 04m,15h 05m,13h 09m,11h 05m,8h 05m,4h 59m
Castleridge,15,125305.6,34h 48m,,,,,,34h 48m,32h 05m,29h 17m,26h 19m,23h 08m,19h 23m,15h 30m,12h 42m,10h 05m,8h 29m,6h 40m,4h 31m,2h 10m
Catalina,15,175773.6,48h 50m,,,,,,48h 50m,44h 24m,40h 08m,35h 34m,31h 10m,26h 23m,21h 22m,15h 51m,12h 54m,11h 18m,9h 08m,7h 05m,5h 17m
Caulfeild,15,162448.1,45h 07m,,,,,,45h 07m,42h 14m,39h 15m,36h 03m,32h 36m,28h 32m,24h 16m,20h 59m,18h 23m,16h 24m,14h 46m,12h 25m,8h 47m
Cedar,15,169750.6,47h 09m,,,,,,47h 09m,44h 16m,41h 15m,38h 02m,34h 35m,30h 29m,26h 11m,22h 53m,20h 15m,18h 13m,16h 31m,14h 03m,10h 14m
Cedarbrae,15,125680.1,34h 55m,,,,,,34h 55m,32h 12m,29h 23m,26h 25m,23h 14m,19h 29m,15h 36m,12h 49m,10h 10m,8h 33m,6h 43m,4h 31m,2h 09m
Central Business District,15,116262.6,32h 18m,,,,,,32h 18m,29h 48m,27h 16m,24h 36m,21h 47m,18h 27m,15h 06m,12h 48m,10h 02m,7h 58m,6h 00m,4h 31m,2h 44m
Central Saanich,15,169301.1,47h 02m,,,,,,47h 02m,44h 08m,41h 07m,37h 55m,34h 27m,30h 22m,26h 04m,22h 46m,20h 08m,18h 06m,16h 24m,13h 57m,10h 09m
Chalk River,15,109835.9,30h 31m,,,,,,30h 31m,27h 34m,25h 02m,22h 28m,20h 27m,18h 31m,16h 59m,15h 22m,13h 48m,11h 50m,9h 34m,7h 22m,3h 54m
Chambly,15,105780.8,29h 23m,,,,,,29h 23m,26h 03m,23h 04m,19h 59m,17h 21m,14h 41m,12h 14m,9h 56m,7h 46m,6h 01m,4h 30m,2h 23m,0h 59m
Chambord,15,110797.8,30h 47m,,,,,,30h 47m,27h 25m,24h 23m,21h 15m,18h 33m,15h 48m,13h 17m,10h 52m,8h 51m,7h 52m,6h 44m,5h 12m,4h 36m
Channel-Port aux Basques,15,145973.4,40h 33m,,,,,,40h 33m,36h 16m,32h 10m,27h 48m,23h 38m,19h 08m,14h 27m,9h 22m,6h 57m,6h 05m,4h 56m,3h 58m,2h 22m
Chapais,15,108959.7,30h 16m,,,,,,30h 16m,27h 11m,24h 30m,21h 45m,19h 30m,17h 19m,15h 27m,13h 41m,11h 39m,10h 22m,8h 50m,6h 41m,5h 04m
Chaparral,15,125232.8,34h 47m,,,,,,34h 47m,32h 05m,29h 17m,26h 19m,23h 09m,19h 24m,15h 32m,12h 46m,10h 07m,8h 29m,6h 40m,4h 27m,2h 08m
Chapleau,15,108543.6,30h 09m,,,,,,30h 09m,27h 54m,26h 09m,24h 30m,23h 06m,21h 51m,20h 25m,18h 56m,17h 22m,15h 31m,13h 05m,10h 45m,7h 12m
Charlemagne,15,109826.3,30h 30m,,,,,,30h 30m,27h 18m,24h 26m,21h 30m,19h 03m,16h 36m,14h 26m,12h 28m,10h 40m,8h 58m,7h 07m,5h 30m,3h 01m
Charlottetown,15,126011.0,35h 00m,,,,,,35h 00m,31h 04m,27h 24m,23h 30m,19h 55m,16h 05m,12h 15m,8h 12m,6h 21m,4h 48m,3h 13m,2h 27m,1h 11m
Chase,15,146825.5,40h 47m,,,,,,40h 47m,37h 57m,35h 01m,31h 53m,28h 31m,24h 32m,20h 23m,17h 15m,14h 38m,12h 52m,11h 08m,9h 00m,5h 36m
Chase River,15,169572.8,47h 06m,,,,,,47h 06m,44h 13m,41h 12m,38h 00m,34h 32m,30h 26m,26h 09m,22h 50m,20h 12m,18h 10m,16h 28m,14h 00m,10h 12m
Châteauguay,15,105743.0,29h 22m,,,,,,29h 22m,26h 04m,23h 05m,20h 01m,17h 25m,14h 46m,12h 21m,10h 06m,7h 54m,6h 04m,4h 29m,2h 15m,0h 39m
Chatham,15,125881.2,34h 58m,,,,,,34h 58m,32h 04m,29h 35m,27h 05m,25h 09m,23h 18m,21h 52m,20h 12m,18h 39m,16h 45m,14h 24m,12h 04m,8h 23m
Chelmsford,15,109086.2,30h 18m,,,,,,30h 18m,27h 42m,25h 34m,23h 27m,21h 59m,20h 42m,19h 09m,17h 44m,16h 16m,14h 26m,12h 40m,10h 12m,6h 30m
Chelsea,15,105053.3,29h 11m,,,,,,29h 11m,25h 59m,23h 08m,20h 13m,17h 47m,15h 20m,13h 11m,11h 15m,8h 54m,6h 54m,5h 02m,2h 24m,0h 08m
Chemainus,15,170045.1,47h 14m,,,,,,47h 14m,44h 20m,41h 20m,38h 07m,34h 39m,30h 34m,26h 16m,22h 58m,20h 19m,18h 17m,16h 35m,14h 07m,10h 17m
Cherryville,15,150217.0,41h 44m,,,,,,41h 44m,38h 54m,35h 58m,32h 52m,29h 31m,25h 33m,21h 26m,18h 20m,15h 36m,13h 52m,11h 58m,9h 35m,6h 08m
Chertsey,15,105038.4,29h 11m,,,,,,29h 11m,25h 54m,22h 58m,19h 56m,17h 22m,14h 47m,12h 27m,10h 17m,8h 05m,6h 18m,4h 45m,2h 34m,1h 03m
Chester,15,131119.5,36h 25m,,,,,,36h 25m,32h 29m,28h 48m,24h 54m,21h 19m,17h 29m,13h 38m,9h 34m,7h 51m,6h 19m,5h 01m,3h 44m,2h 19m
Chestermere,15,124979.6,34h 43m,,,,,,34h 43m,32h 00m,29h 13m,26h 15m,23h 05m,19h 20m,15h 29m,12h 43m,10h 04m,8h 26m,6h 39m,4h 27m,2h 09m
Chetwynd,15,140863.8,39h 08m,,,,,,39h 08m,36h 05m,32h 54m,29h 30m,25h 48m,21h 25m,16h 46m,13h 02m,11h 06m,8h 38m,6h 28m,5h 15m,3h 37m
Chibougamau,15,110070.3,30h 35m,,,,,,30h 35m,27h 28m,24h 45m,21h 58m,19h 41m,17h 26m,15h 31m,13h 48m,11h 40m,10h 27m,8h 59m,6h 57m,5h 31m
Chilliwack,15,157351.3,43h 43m,,,,,,43h 43m,40h 50m,37h 51m,34h 40m,31h 13m,27h 10m,22h 55m,19h 39m,17h 05m,15h 08m,13h 34m,11h 17m,7h 46m
Chineside,15,160942.8,44h 42m,,,,,,44h 42m,41h 50m,38h 50m,35h 38m,32h 12m,28h 08m,23h 52m,20h 35m,18h 00m,16h 02m,14h 25m,12h 05m,8h 29m
Chinook Park,15,125574.8,34h 53m,,,,,,34h 53m,32h 10m,29h 21m,26h 23m,23h 12m,19h 27m,15h 34m,12h 46m,10h 08m,8h 32m,6h 41m,4h 31m,2h 09m
Chipman,15,121074.3,33h 38m,,,,,,33h 38m,29h 49m,26h 17m,22h 32m,19h 08m,15h 32m,11h 58m,8h 16m,6h 41m,5h 24m,3h 57m,2h 25m,1h 42m
Christina Lake,15,147900.3,41h 05m,,,,,,41h 05m,38h 20m,35h 30m,32h 29m,29h 16m,25h 27m,21h 30m,18h 38m,15h 37m,13h 51m,11h 46m,8h 43m,5h 33m
Chute-aux-Outardes,15,119637.9,33h 14m,,,,,,33h 14m,29h 41m,26h 27m,23h 04m,20h 06m,17h 00m,14h 03m,11h 07m,9h 32m,8h 10m,7h 43m,7h 07m,6h 13m
Clairmont,15,132834.6,36h 54m,,,,,,36h 54m,33h 55m,30h 48m,27h 28m,23h 52m,19h 36m,15h 06m,11h 32m,9h 46m,7h 29m,5h 42m,4h 23m,3h 04m
Clarence-Rockland,15,110851.3,30h 48m,,,,,,30h 48m,27h 40m,24h 54m,22h 05m,19h 46m,17h 28m,15h 30m,13h 47m,11h 52m,10h 00m,7h 56m,5h 59m,2h 57m
Clarenville,15,171256.9,47h 34m,,,,,,47h 34m,43h 09m,38h 54m,34h 19m,29h 57m,25h 10m,20h 10m,14h 40m,11h 44m,10h 09m,8h 02m,6h 01m,4h 19m
Clarenville-Shoal Harbour,15,171334.5,47h 36m,,,,,,47h 36m,43h 10m,38h 55m,34h 21m,29h 58m,25h 11m,20h 11m,14h 41m,11h 45m,10h 11m,8h 03m,6h 02m,4h 20m
Claresholm,15,125575.6,34h 53m,,,,,,34h 53m,32h 11m,29h 25m,26h 28m,23h 20m,19h 37m,15h 48m,13h 05m,10h 18m,8h 31m,6h 44m,4h 16m,1h 55m
Clayburn,15,158891.8,44h 08m,,,,,,44h 08m,41h 16m,38h 16m,35h 05m,31h 38m,27h 35m,23h 19m,20h 03m,17h 29m,15h 31m,13h 56m,11h 37m,8h 05m
Clearwater,15,147958.9,41h 06m,,,,,,41h 06m,38h 11m,35h 09m,31h 55m,28h 25m,24h 16m,19h 56m,16h 33m,14h 10m,12h 05m,10h 27m,8h 09m,5h 05m
Cliffcrest,15,115957.7,32h 13m,,,,,,32h 13m,29h 20m,26h 52m,24h 24m,22h 29m,20h 40m,19h 17m,17h 45m,16h 24m,14h 37m,12h 34m,10h 43m,7h 49m
Cloverdale,15,160359.1,44h 33m,,,,,,44h 33m,41h 40m,38h 40m,35h 29m,32h 02m,27h 58m,23h 42m,20h 26m,17h 51m,15h 53m,14h 17m,11h 57m,8h 22m
Coaldale,15,123608.5,34h 20m,,,,,,34h 20m,31h 42m,28h 58m,26h 06m,23h 03m,19h 26m,15h 43m,13h 09m,10h 12m,8h 10m,6h 13m,3h 44m,1h 38m
Coalhurst,15,124082.9,34h 28m,,,,,,34h 28m,31h 49m,29h 04m,26h 11m,23h 06m,19h 27m,15h 43m,13h 06m,10h 11m,8h 13m,6h 21m,3h 49m,1h 38m
