from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Black Diamond,20,113767.7,31h 36m,31h 36m,29h 25m,27h 26m,25h 16m,23h 00m,20h 29m,18h 02m,16h 15m,14h 19m,12h 10m,10h 11m,8h 55m,7h 47m,6h 37m,5h 21m,4h 03m,3h 21m,2h 12m
Blackfalds,20,114105.1,31h 42m,31h 42m,29h 28m,27h 25m,25h 12m,22h 52m,20h 16m,17h 44m,15h 51m,13h 48m,11h 30m,9h 42m,8h 40m,7h 23m,6h 14m,5h 02m,3h 38m,3h 00m,2h 33m
Blackstock,20,113713.1,31h 35m,31h 35m,29h 26m,27h 37m,25h 49m,23h 55m,22h 11m,20h 33m,18h 57m,17h 10m,15h 45m,14h 11m,12h 47m,11h 19m,9h 45m,8h 05m,5h 53m,4h 10m,2h 12m
Blainville,20,112189.1,31h 10m,31h 10m,28h 51m,26h 50m,24h 49m,22h 40m,20h 40m,18h 43m,16h 45m,14h 33m,12h 37m,10h 55m,9h 17m,8h 06m,6h 53m,5h 41m,4h 08m,3h 09m,1h 50m
Blairmore,20,115764.4,32h 09m,32h 09m,29h 59m,28h 01m,25h 53m,23h 38m,21h 08m,18h 44m,16h 58m,15h 05m,12h 58m,10h 53m,9h 28m,8h 23m,7h 02m,5h 45m,4h 30m,3h 25m,1h 39m
Blaketown,20,194952.5,54h 09m,54h 09m,51h 12m,48h 28m,45h 39m,42h 37m,39h 36m,36h 29m,33h 11m,29h 25m,25h 39m,21h 44m,19h 45m,17h 27m,14h 49m,13h 38m,12h 04m,10h 26m,8h 20m
Blind Bay,20,130295.5,36h 12m,36h 12m,33h 53m,31h 45m,29h 26m,26h 59m,24h 16m,21h 36m,19h 32m,17h 18m,14h 47m,12h 38m,11h 17m,9h 48m,8h 20m,6h 35m,5h 33m,4h 06m,3h 17m
Blind River,20,106480.4,29h 35m,29h 35m,27h 43m,26h 13m,24h 47m,23h 16m,22h 01m,20h 53m,19h 40m,18h 29m,17h 11m,15h 54m,14h 35m,13h 15m,11h 32m,9h 22m,7h 23m,4h 41m,3h 08m
Bloomfield,20,193539.5,53h 46m,53h 46m,50h 48m,48h 05m,45h 17m,42h 14m,39h 14m,36h 07m,32h 50m,29h 04m,25h 19m,21h 25m,19h 26m,17h 09m,14h 33m,13h 24m,11h 53m,10h 19m,8h 20m
Blueridge,20,144300.4,40h 05m,40h 05m,37h 42m,35h 29m,33h 05m,30h 32m,27h 41m,24h 53m,22h 41m,20h 16m,17h 32m,15h 21m,13h 43m,12h 13m,10h 32m,8h 25m,6h 46m,4h 44m,3h 09m
Bluewater,20,121788.0,33h 50m,33h 50m,31h 43m,29h 56m,28h 11m,26h 20m,24h 40m,23h 05m,21h 33m,19h 51m,18h 31m,16h 56m,15h 39m,14h 07m,12h 28m,10h 42m,8h 20m,6h 23m,4h 12m
Boisbriand,20,112337.1,31h 12m,31h 12m,28h 53m,26h 52m,24h 51m,22h 42m,20h 41m,18h 44m,16h 45m,14h 33m,12h 37m,10h 54m,9h 17m,8h 06m,6h 54m,5h 43m,4h 11m,3h 11m,1h 54m
Bois-des-Filion,20,112640.9,31h 17m,31h 17m,28h 58m,26h 57m,24h 56m,22h 47m,20h 46m,18h 49m,16h 50m,14h 38m,12h 42m,10h 59m,9h 22m,8h 14m,7h 03m,5h 54m,4h 26m,3h 28m,2h 18m
Boissevain,20,104637.8,29h 04m,29h 04m,27h 23m,25h 57m,24h 25m,22h 51m,21h 07m,19h 35m,17h 52m,16h 42m,15h 33m,14h 20m,12h 53m,11h 15m,9h 09m,7h 27m,5h 59m,4h 20m,2h 28m
Bolton,20,114595.6,31h 50m,31h 50m,29h 42m,27h 54m,26h 08m,24h 15m,22h 34m,20h 58m,19h 24m,17h 40m,16h 18m,14h 43m,13h 23m,11h 53m,10h 15m,8h 31m,6h 12m,4h 19m,2h 22m
Bon Accord,20,112060.3,31h 08m,31h 08m,28h 53m,26h 51m,24h 37m,22h 16m,19h 39m,17h 07m,15h 13m,13h 10m,10h 51m,9h 11m,8h 09m,6h 59m,5h 41m,4h 43m,3h 23m,2h 43m,1h 52m
Bonavista,20,197968.7,54h 59m,54h 59m,52h 01m,49h 17m,46h 28m,43h 25m,40h 24m,37h 16m,33h 57m,30h 11m,26h 24m,22h 27m,20h 26m,18h 06m,15h 25m,14h 12m,12h 33m,10h 47m,8h 29m
Bonavista Downs,20,112720.5,31h 19m,31h 19m,29h 07m,27h 08m,24h 58m,22h 42m,20h 10m,17h 43m,15h 56m,13h 59m,11h 49m,9h 52m,8h 38m,7h 30m,6h 22m,5h 07m,3h 50m,3h 12m,2h 09m
Bonnyville,20,111377.6,30h 56m,30h 56m,28h 46m,26h 47m,24h 38m,22h 22m,19h 51m,17h 25m,15h 39m,13h 44m,11h 35m,9h 50m,8h 42m,7h 27m,6h 05m,4h 55m,3h 58m,2h 48m,1h 05m
Borden-Carleton,20,134934.8,37h 29m,37h 29m,34h 45m,32h 17m,29h 45m,27h 02m,24h 23m,21h 41m,18h 52m,15h 39m,12h 33m,9h 26m,8h 13m,6h 55m,5h 28m,3h 54m,2h 04m,1h 18m,0h 20m
Bothwell,20,124870.2,34h 41m,34h 41m,32h 33m,30h 44m,28h 56m,27h 02m,25h 20m,23h 42m,22h 06m,20h 20m,18h 56m,17h 20m,15h 57m,14h 25m,12h 46m,10h 59m,8h 38m,6h 41m,4h 28m
Botwood,20,183671.0,51h 01m,51h 01m,48h 04m,45h 20m,42h 32m,39h 30m,36h 30m,33h 23m,30h 06m,26h 21m,22h 35m,18h 41m,16h 43m,14h 26m,11h 50m,10h 43m,9h 12m,7h 39m,5h 42m
Boucherville,20,112976.5,31h 23m,31h 23m,29h 02m,27h 00m,24h 57m,22h 47m,20h 45m,18h 45m,16h 44m,14h 28m,12h 29m,10h 42m,9h 07m,7h 59m,6h 50m,5h 45m,4h 20m,3h 14m,2h 10m
Bouchette,20,110951.0,30h 49m,30h 49m,28h 37m,26h 44m,24h 52m,22h 53m,21h 04m,19h 20m,17h 36m,15h 41m,14h 06m,12h 35m,10h 59m,9h 33m,8h 01m,6h 24m,4h 15m,2h 38m,1h 40m
Bouctouche,20,132000.1,36h 40m,36h 40m,33h 57m,31h 30m,29h 00m,26h 18m,23h 41m,21h 01m,18h 14m,15h 04m,12h 01m,8h 58m,7h 52m,6h 40m,5h 23m,4h 01m,2h 08m,1h 34m,0h 55m
Bourget,20,113210.9,31h 27m,31h 27m,29h 09m,27h 10m,25h 11m,23h 05m,21h 08m,19h 13m,17h 19m,15h 11m,13h 20m,11h 43m,10h 00m,8h 41m,7h 19m,5h 55m,4h 05m,2h 54m,1h 13m
Boutiliers Point,20,140838.1,39h 07m,39h 07m,36h 22m,33h 53m,31h 20m,28h 35m,25h 55m,23h 11m,20h 19m,17h 04m,13h 55m,10h 44m,9h 34m,8h 11m,6h 38m,4h 56m,3h 26m,2h 28m,2h 06m
Bowen Island,20,146350.8,40h 39m,40h 39m,38h 16m,36h 03m,33h 38m,31h 05m,28h 14m,25h 25m,23h 12m,20h 47m,18h 02m,15h 51m,14h 11m,12h 40m,10h 57m,8h 48m,7h 07m,5h 00m,3h 17m
Bow Island,20,110853.5,30h 48m,30h 48m,28h 43m,26h 52m,24h 51m,22h 44m,20h 23m,18h 10m,16h 36m,14h 58m,13h 08m,10h 56m,9h 24m,8h 12m,6h 51m,5h 31m,4h 35m,3h 25m,1h 38m
Bowmanville,20,114093.8,31h 42m,31h 42m,29h 32m,27h 41m,25h 52m,23h 57m,22h 12m,20h 31m,18h 53m,17h 04m,15h 36m,14h 05m,12h 37m,11h 11m,9h 39m,8h 02m,5h 54m,4h 17m,2h 13m
Bowness,20,113070.5,31h 25m,31h 25m,29h 13m,27h 13m,25h 02m,22h 46m,20h 13m,17h 45m,15h 57m,13h 59m,11h 48m,9h 50m,8h 36m,7h 26m,6h 18m,5h 06m,3h 45m,3h 08m,2h 08m
Bracebridge,20,111720.1,31h 02m,31h 02m,28h 57m,27h 11m,25h 28m,23h 39m,22h 02m,20h 30m,19h 01m,17h 23m,15h 58m,14h 27m,13h 07m,11h 38m,9h 50m,7h 53m,5h 16m,2h 56m,1h 14m
Bradner,20,141815.1,39h 24m,39h 24m,37h 01m,34h 49m,32h 25m,29h 52m,27h 02m,24h 15m,22h 03m,19h 39m,16h 56m,14h 47m,13h 10m,11h 42m,10h 03m,8h 00m,6h 26m,4h 31m,3h 07m
Braeside,20,112863.2,31h 21m,31h 21m,29h 10m,27h 10m,25h 00m,22h 44m,20h 12m,17h 45m,15h 57m,14h 00m,11h 50m,9h 52m,8h 38m,7h 29m,6h 21m,5h 07m,3h 49m,3h 11m,2h 09m
Brampton,20,115122.0,31h 59m,31h 59m,29h 51m,28h 02m,26h 16m,24h 22m,22h 40m,21h 03m,19h 29m,17h 44m,16h 21m,14h 47m,13h 26m,11h 56m,10h 20m,8h 37m,6h 21m,4h 31m,2h 33m
Brandon,20,101321.3,28h 09m,28h 09m,26h 28m,25h 03m,23h 31m,21h 58m,20h 14m,18h 43m,17h 00m,15h 51m,14h 43m,13h 31m,12h 06m,10h 29m,8h 25m,6h 46m,5h 21m,3h 47m,2h 04m
Brant,20,118710.0,32h 58m,32h 58m,30h 50m,29h 01m,27h 14m,25h 21m,23h 39m,22h 01m,20h 26m,18h 41m,17h 17m,15h 42m,14h 20m,12h 50m,11h 13m,9h 29m,7h 11m,5h 20m,3h 16m
Brantford,20,118513.6,32h 55m,32h 55m,30h 47m,28h 58m,27h 11m,25h 18m,23h 35m,21h 58m,20h 23m,18h 37m,17h 14m,15h 39m,14h 17m,12h 47m,11h 10m,9h 26m,7h 09m,5h 18m,3h 14m
Brentwood,20,112918.7,31h 22m,31h 22m,29h 10m,27h 10m,25h 00m,22h 43m,20h 11m,17h 43m,15h 55m,13h 57m,11h 46m,9h 49m,8h 35m,7h 26m,6h 19m,5h 05m,3h 46m,3h 09m,2h 09m
Brentwood Park,20,143589.3,39h 53m,39h 53m,37h 30m,35h 18m,32h 53m,30h 20m,27h 30m,24h 42m,22h 30m,20h 05m,17h 21m,15h 11m,13h 32m,12h 03m,10h 22m,8h 16m,6h 38m,4h 37m,3h 04m
Breslau,20,118093.1,32h 48m,32h 48m,30h 40m,28h 51m,27h 04m,25h 11m,23h 29m,21h 51m,20h 16m,18h 31m,17h 08m,15h 33m,14h 11m,12h 41m,11h 04m,9h 20m,7h 03m,5h 11m,3h 08m
Bridgeview,20,143176.2,39h 46m,39h 46m,37h 23m,35h 11m,32h 47m,30h 14m,27h 24m,24h 36m,22h 24m,19h 59m,17h 16m,15h 06m,13h 28m,11h 59m,10h 19m,8h 14m,6h 37m,4h 39m,3h 08m
Bridgewater,20,143434.0,39h 51m,39h 51m,37h 06m,34h 36m,32h 03m,29h 18m,26h 37m,23h 53m,21h 01m,17h 46m,14h 36m,11h 25m,10h 14m,8h 51m,7h 17m,5h 34m,4h 03m,3h 02m,2h 36m
Bridlewood,20,112752.7,31h 19m,31h 19m,29h 08m,27h 09m,24h 59m,22h 43m,20h 11m,17h 45m,15h 57m,14h 02m,11h 52m,9h 53m,8h 38m,7h 31m,6h 22m,5h 07m,3h 51m,3h 12m,2h 08m
Brighouse-City Centre,20,144638.0,40h 11m,40h 11m,37h 48m,35h 35m,33h 11m,30h 38m,27h 47m,24h 59m,22h 47m,20h 22m,17h 38m,15h 27m,13h 49m,12h 19m,10h 38m,8h 31m,6h 53m,4h 51m,3h 16m
Britannia,20,112897.3,31h 22m,31h 22m,29h 10m,27h 11m,25h 01m,22h 44m,20h 12m,17h 45m,15h 56m,14h 00m,11h 49m,9h 52m,8h 38m,7h 29m,6h 22m,5h 08m,3h 49m,3h 12m,2h 10m
British Properties,20,144392.7,40h 07m,40h 07m,37h 43m,35h 31m,33h 06m,30h 33m,27h 42m,24h 54m,22h 42m,20h 17m,17h 32m,15h 22m,13h 43m,12h 13m,10h 31m,8h 24m,6h 45m,4h 41m,3h 04m
Broadmoor,20,144611.6,40h 10m,40h 10m,37h 47m,35h 35m,33h 10m,30h 37m,27h 47m,24h 59m,22h 46m,20h 21m,17h 37m,15h 27m,13h 48m,12h 19m,10h 38m,8h 31m,6h 53m,4h 52m,3h 17m
Brocklehurst,20,131986.6,36h 40m,36h 40m,34h 19m,32h 08m,29h 46m,27h 16m,24h 28m,21h 43m,19h 35m,17h 14m,14h 36m,12h 33m,11h 02m,9h 38m,8h 09m,6h 21m,5h 05m,3h 41m,3h 02m
Brockville,20,114567.9,31h 49m,31h 49m,29h 32m,27h 33m,25h 35m,23h 29m,21h 32m,19h 38m,17h 44m,15h 37m,13h 47m,12h 12m,10h 28m,9h 09m,7h 47m,6h 23m,4h 33m,3h 23m,1h 38m
Bromont,20,115365.0,32h 03m,32h 03m,29h 41m,27h 38m,25h 34m,23h 22m,21h 19m,19h 18m,17h 15m,14h 57m,12h 56m,11h 06m,9h 32m,8h 25m,7h 18m,6h 14m,4h 53m,3h 41m,2h 41m
Brooks,20,110164.3,30h 36m,30h 36m,28h 30m,26h 35m,24h 32m,22h 22m,19h 57m,17h 39m,16h 01m,14h 17m,12h 20m,10h 15m,8h 52m,7h 50m,6h 40m,5h 12m,4h 22m,3h 20m,2h 00m
Brookswood,20,142651.7,39h 38m,39h 38m,37h 15m,35h 02m,32h 38m,30h 06m,27h 16m,24h 28m,22h 16m,19h 52m,17h 08m,14h 59m,13h 21m,11h 53m,10h 14m,8h 09m,6h 34m,4h 37m,3h 10m
Brossard,20,113192.9,31h 27m,31h 27m,29h 06m,27h 04m,25h 01m,22h 51m,20h 49m,18h 49m,16h 49m,14h 34m,12h 35m,10h 48m,9h 12m,8h 03m,6h 54m,5h 46m,4h 20m,3h 13m,2h 05m
Brownsburg-Chatham,20,112863.1,31h 21m,31h 21m,29h 02m,27h 02m,25h 02m,22h 53m,20h 54m,18h 58m,17h 01m,14h 50m,12h 56m,11h 15m,9h 34m,8h 21m,7h 03m,5h 46m,4h 06m,3h 06m,1h 32m
Bruno,20,106086.1,29h 28m,29h 28m,27h 31m,25h 47m,23h 54m,21h 57m,19h 48m,17h 46m,16h 27m,14h 55m,13h 17m,11h 27m,9h 58m,8h 23m,6h 53m,5h 58m,4h 53m,3h 20m,2h 49m
Brussels,20,119735.2,33h 16m,33h 16m,31h 09m,29h 22m,27h 37m,25h 45m,24h 05m,22h 31m,20h 59m,19h 17m,17h 56m,16h 21m,15h 05m,13h 32m,11h 51m,10h 04m,7h 40m,5h 40m,3h 34m
Buffalo Narrows,20,119306.0,33h 08m,33h 08m,31h 01m,29h 06m,27h 02m,24h 51m,22h 25m,20h 06m,18h 27m,16h 41m,14h 42m,12h 44m,11h 20m,9h 43m,8h 30m,7h 22m,6h 02m,4h 09m,2h 20m
Burford,20,119130.1,33h 06m,33h 06m,30h 57m,29h 08m,27h 21m,25h 28m,23h 45m,22h 08m,20h 33m,18h 47m,17h 24m,15h 49m,14h 27m,12h 56m,11h 19m,9h 35m,7h 17m,5h 26m,3h 21m
Burgeo,20,177741.3,49h 22m,49h 22m,46h 27m,43h 46m,41h 00m,38h 00m,35h 03m,32h 00m,28h 46m,25h 06m,21h 26m,17h 39m,15h 48m,13h 42m,11h 19m,10h 28m,9h 22m,8h 25m,7h 29m
Burkeville,20,144720.2,40h 12m,40h 12m,37h 49m,35h 36m,33h 12m,30h 39m,27h 48m,25h 00m,22h 48m,20h 23m,17h 39m,15h 28m,13h 50m,12h 20m,10h 39m,8h 32m,6h 53m,4h 51m,3h 16m
Burlington,20,116179.6,32h 16m,32h 16m,30h 08m,28h 20m,26h 33m,24h 39m,22h 57m,21h 20m,19h 45m,18h 00m,16h 37m,15h 02m,13h 41m,12h 11m,10h 34m,8h 52m,6h 36m,4h 47m,2h 47m
Burnaby,20,143477.6,39h 51m,39h 51m,37h 28m,35h 16m,32h 51m,30h 19m,27h 28m,24h 40m,22h 28m,20h 03m,17h 19m,15h 09m,13h 31m,12h 02m,10h 21m,8h 15m,6h 38m,4h 37m,3h 05m
Burnaby Heights,20,143653.7,39h 54m,39h 54m,37h 31m,35h 19m,32h 54m,30h 22m,27h 31m,24h 43m,22h 31m,20h 06m,17h 22m,15h 12m,13h 33m,12h 04m,10h 23m,8h 17m,6h 39m,4h 38m,3h 04m
Burns Lake,20,140697.1,39h 05m,39h 05m,36h 37m,34h 19m,31h 48m,29h 08m,26h 10m,23h 13m,20h 50m,18h 12m,15h 14m,13h 28m,11h 33m,10h 01m,9h 10m,8h 06m,6h 46m,4h 59m,3h 51m
Burquitlam,20,143277.7,39h 48m,39h 48m,37h 25m,35h 13m,32h 48m,30h 16m,27h 25m,24h 37m,22h 25m,20h 00m,17h 17m,15h 07m,13h 29m,12h 00m,10h 19m,8h 14m,6h 37m,4h 37m,3h 05m
Cache Bay,20,107594.2,29h 53m,29h 53m,27h 51m,26h 09m,24h 30m,22h 45m,21h 13m,19h 47m,18h 25m,16h 55m,15h 26m,14h 05m,12h 43m,11h 16m,9h 36m,7h 36m,4h 54m,2h 28m,1h 15m
Cache Creek,20,134197.5,37h 17m,37h 17m,34h 55m,32h 43m,30h 20m,27h 49m,25h 00m,22h 14m,20h 03m,17h 41m,15h 00m,12h 56m,11h 22m,10h 10m,8h 39m,6h 57m,5h 39m,4h 17m,3h 35m
Cadboro Bay,20,152296.1,42h 18m,42h 18m,39h 55m,37h 41m,35h 16m,32h 42m,29h 50m,27h 00m,24h 46m,22h 20m,19h 33m,17h 20m,15h 39m,14h 05m,12h 18m,10h 05m,8h 17m,6h 01m,4h 01m
Caesarea,20,113811.9,31h 37m,31h 37m,29h 28m,27h 39m,25h 51m,23h 57m,22h 14m,20h 35m,18h 59m,17h 12m,15h 47m,14h 14m,12h 50m,11h 22m,9h 47m,8h 07m,5h 54m,4h 10m,2h 12m
Caledon,20,115393.3,32h 03m,32h 03m,29h 56m,28h 08m,26h 21m,24h 29m,22h 48m,21h 11m,19h 38m,17h 54m,16h 32m,14h 57m,13h 37m,12h 06m,10h 28m,8h 43m,6h 23m,4h 29m,2h 31m
Calgary,20,112783.7,31h 20m,31h 20m,29h 08m,27h 09m,24h 58m,22h 42m,20h 09m,17h 42m,15h 54m,13h 57m,11h 46m,9h 49m,8h 35m,7h 26m,6h 19m,5h 05m,3h 46m,3h 09m,2h 08m
Callander,20,108193.9,30h 03m,30h 03m,27h 59m,26h 15m,24h 32m,22h 44m,21h 08m,19h 38m,18h 11m,16h 35m,15h 09m,13h 41m,12h 21m,10h 55m,9h 07m,7h 10m,4h 33m,2h 12m,0h 52m
Calmar,20,113051.3,31h 24m,31h 24m,29h 10m,27h 07m,24h 53m,22h 32m,19h 55m,17h 22m,15h 28m,13h 24m,11h 04m,9h 22m,8h 19m,7h 08m,5h 51m,4h 49m,3h 25m,2h 58m,2h 13m
Calumet,20,112751.1,31h 19m,31h 19m,29h 01m,27h 00m,25h 00m,22h 52m,20h 53m,18h 56m,16h 59m,14h 49m,12h 55m,11h 14m,9h 33m,8h 19m,7h 00m,5h 42m,4h 00m,2h 58m,1h 20m
Cambrian Heights,20,112756.2,31h 19m,31h 19m,29h 08m,27h 08m,24h 58m,22h 41m,20h 08m,17h 41m,15h 53m,13h 56m,11h 45m,9h 48m,8h 34m,7h 25m,6h 19m,5h 04m,3h 45m,3h 08m,2h 09m
Cambridge,20,117579.6,32h 40m,32h 40m,30h 32m,28h 43m,26h 56m,25h 02m,23h 20m,21h 43m,20h 08m,18h 23m,17h 00m,15h 25m,14h 03m,12h 33m,10h 56m,9h 13m,6h 55m,5h 05m,3h 02m
Cambridge Bay,1,0.0,0h 00m,,,,,,,,,,,,,,,,,,
Camlachie,20,124049.1,34h 27m,34h 27m,32h 20m,30h 31m,28h 45m,26h 52m,25h 10m,23h 34m,22h 00m,20h 15m,18h 53m,17h 17m,15h 56m,14h 25m,12h 45m,10h 59m,8h 37m,6h 40m,4h 28m
Campbell Creek,20,131340.5,36h 29m,36h 29m,34h 08m,31h 59m,29h 37m,27h 08m,24h 21m,21h 38m,19h 30m,17h 11m,14h 34m,12h 30m,11h 02m,9h 38m,8h 12m,6h 22m,5h 12m,3h 46m,3h 09m
Campbellford,20,115150.2,31h 59m,31h 59m,29h 48m,27h 55m,26h 03m,24h 05m,22h 17m,20h 33m,18h 51m,16h 57m,15h 24m,13h 54m,12h 19m,10h 55m,9h 25m,7h 51m,5h 47m,4h 16m,2h 03m
Campbell River,20,156691.8,43h 32m,43h 32m,41h 07m,38h 52m,36h 26m,33h 51m,30h 57m,28h 06m,25h 50m,23h 21m,20h 32m,18h 16m,16h 31m,14h 52m,13h 00m,10h 38m,8h 39m,6h 05m,3h 37m
Camperville,20,107064.4,29h 44m,29h 44m,28h 00m,26h 30m,24h 53m,23h 14m,21h 24m,19h 45m,18h 07m,17h 02m,15h 47m,14h 26m,12h 52m,10h 59m,9h 00m,7h 26m,5h 46m,4h 35m,3h 08m
Camrose,20,111844.9,31h 04m,31h 04m,28h 52m,26h 51m,24h 40m,22h 22m,19h 48m,17h 19m,15h 29m,13h 30m,11h 17m,9h 30m,8h 28m,7h 19m,5h 56m,4h 46m,3h 33m,2h 52m,2h 00m
Canal Flats,20,122787.1,34h 06m,34h 06m,31h 53m,29h 51m,27h 38m,25h 19m,22h 43m,20h 12m,18h 20m,16h 18m,14h 01m,11h 55m,10h 37m,9h 17m,7h 55m,6h 43m,5h 26m,4h 11m,3h 02m
Candiac,20,113439.9,31h 31m,31h 31m,29h 10m,27h 08m,25h 05m,22h 55m,20h 53m,18h 53m,16h 52m,14h 37m,12h 38m,10h 51m,9h 15m,8h 06m,6h 56m,5h 48m,4h 21m,3h 14m,2h 04m
Canmore,20,115505.3,32h 05m,32h 05m,29h 52m,27h 51m,25h 38m,23h 20m,20h 45m,18h 15m,16h 23m,14h 22m,12h 07m,10h 06m,8h 50m,7h 33m,6h 19m,5h 14m,3h 46m,2h 53m,2h 01m
Canora,20,104067.1,28h 54m,28h 54m,27h 05m,25h 29m,23h 46m,21h 59m,20h 01m,18h 13m,16h 43m,15h 27m,14h 08m,12h 41m,11h 00m,9h 12m,7h 25m,6h 08m,4h 50m,3h 55m,2h 45m
Cantley,20,112047.7,31h 07m,31h 07m,28h 52m,26h 54m,24h 58m,22h 53m,20h 59m,19h 08m,17h 17m,15h 12m,13h 27m,11h 56m,10h 10m,8h 49m,7h 22m,5h 53m,3h 55m,2h 34m,1h 05m
Canyon Heights,20,144327.9,40h 05m,40h 05m,37h 42m,35h 30m,33h 05m,30h 32m,27h 42m,24h 53m,22h 41m,20h 16m,17h 32m,15h 21m,13h 42m,12h 13m,10h 31m,8h 24m,6h 45m,4h 42m,3h 05m
Canyon Meadows,20,112759.4,31h 19m,31h 19m,29h 08m,27h 09m,24h 59m,22h 42m,20h 10m,17h 44m,15h 56m,14h 00m,11h 49m,9h 52m,8h 37m,7h 29m,6h 21m,5h 07m,3h 49m,3h 11m,2h 09m
Cap-aux-Meules,20,156818.2,43h 34m,43h 34m,40h 47m,38h 15m,35h 40m,32h 52m,30h 09m,27h 21m,24h 25m,21h 06m,17h 51m,14h 33m,13h 11m,11h 37m,9h 50m,7h 49m,5h 47m,4h 57m,4h 06m
Cap-Chat,20,127969.6,35h 33m,35h 33m,32h 57m,30h 38m,28h 17m,25h 45m,23h 19m,20h 52m,18h 20m,15h 27m,12h 45m,10h 06m,8h 58m,8h 19m,7h 30m,6h 49m,5h 56m,4h 51m,3h 41m
Capitol Hill,20,112722.6,31h 19m,31h 19m,29h 07m,27h 07m,24h 57m,22h 40m,20h 08m,17h 41m,15h 52m,13h 56m,11h 45m,9h 47m,8h 33m,7h 24m,6h 17m,5h 03m,3h 44m,3h 08m,2h 07m
Capitol Hill,20,143678.2,39h 55m,39h 55m,37h 32m,35h 19m,32h 55m,30h 22m,27h 31m,24h 43m,22h 31m,20h 06m,17h 22m,15h 12m,13h 34m,12h 04m,10h 23m,8h 17m,6h 39m,4h 38m,3h 05m
Capreol,20,108206.9,30h 03m,30h 03m,28h 05m,26h 27m,24h 53m,23h 13m,21h 46m,20h 27m,19h 12m,17h 51m,16h 19m,15h 09m,13h 44m,12h 14m,10h 40m,8h 42m,6h 03m,3h 31m,2h 15m
Carberry,20,101129.2,28h 05m,28h 05m,26h 27m,25h 03m,23h 33m,22h 02m,20h 21m,18h 50m,17h 08m,15h 57m,14h 53m,13h 39m,12h 18m,10h 40m,8h 42m,7h 00m,5h 32m,3h 54m,2h 03m
Carbonear,20,197214.0,54h 47m,54h 47m,51h 49m,49h 05m,46h 17m,43h 14m,40h 13m,37h 06m,33h 48m,30h 01m,26h 15m,22h 20m,20h 20m,18h 01m,15h 23m,14h 11m,12h 36m,10h 56m,8h 47m
Cardston,20,114724.5,31h 52m,31h 52m,29h 44m,27h 48m,25h 41m,23h 29m,21h 02m,18h 40m,16h 58m,15h 09m,13h 08m,11h 02m,9h 38m,8h 36m,7h 21m,5h 50m,4h 46m,3h 42m,1h 58m
Cariboo,20,143123.7,39h 45m,39h 45m,37h 23m,35h 10m,32h 46m,30h 13m,27h 23m,24h 35m,22h 23m,19h 58m,17h 14m,15h 05m,13h 26m,11h 58m,10h 17m,8h 12m,6h 35m,4h 36m,3h 05m
Carignan,20,113697.2,31h 35m,31h 35m,29h 14m,27h 11m,25h 09m,22h 58m,20h 56m,18h 55m,16h 54m,14h 38m,12h 38m,10h 51m,9h 16m,8h 07m,6h 58m,5h 52m,4h 27m,3h 19m,2h 13m
Carleton Place,20,112759.7,31h 19m,31h 19m,29h 04m,27h 07m,25h 11m,23h 07m,21h 13m,19h 23m,17h 33m,15h 29m,13h 45m,12h 15m,10h 29m,9h 06m,7h 39m,6h 09m,4h 10m,2h 47m,1h 04m
Carlyle,20,103660.3,28h 48m,28h 48m,27h 01m,25h 29m,23h 49m,22h 07m,20h 14m,18h 31m,16h 55m,15h 45m,14h 31m,13h 05m,11h 28m,9h 46m,7h 49m,6h 19m,5h 10m,3h 52m,2h 41m
Carmacks,20,186573.7,51h 50m,51h 50m,49h 11m,46h 41m,43h 57m,41h 03m,37h 47m,34h 31m,31h 46m,28h 43m,25h 14m,23h 04m,20h 53m,18h 31m,16h 36m,14h 05m,11h 46m,8h 56m,4h 37m
Carman,20,101897.3,28h 18m,28h 18m,26h 44m,25h 25m,24h 01m,22h 36m,21h 03m,19h 27m,17h 53m,16h 36m,15h 27m,14h 16m,12h 55m,11h 28m,9h 48m,7h 58m,6h 19m,4h 33m,2h 17m
Carnduff,20,104909.6,29h 08m,29h 08m,27h 23m,25h 52m,24h 14m,22h 33m,20h 41m,19h 01m,17h 22m,16h 15m,14h 58m,13h 34m,12h 01m,10h 17m,8h 16m,6h 41m,5h 27m,3h 57m,2h 37m
Caronport,20,104301.8,28h 58m,28h 58m,27h 04m,25h 24m,23h 35m,21h 42m,19h 37m,17h 41m,16h 14m,14h 48m,13h 17m,11h 36m,9h 57m,8h 30m,6h 47m,5h 35m,4h 43m,3h 46m,2h 29m
Carp,20,111963.1,31h 06m,31h 06m,28h 51m,26h 54m,24h 58m,22h 55m,21h 01m,19h 11m,17h 21m,15h 19m,13h 35m,12h 06m,10h 20m,8h 57m,7h 30m,6h 00m,4h 01m,2h 38m,0h 55m
