from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Baie Ste. Anne,20,131807.5,36h 37m,36h 37m,33h 55m,31h 29m,29h 01m,26h 21m,23h 45m,21h 07m,18h 23m,15h 16m,12h 16m,9h 17m,8h 16m,7h 10m,6h 01m,4h 35m,2h 51m,2h 07m,1h 47m
South Pender Harbour,20,150251.4,41h 44m,41h 44m,39h 20m,37h 07m,34h 42m,32h 08m,29h 16m,26h 27m,24h 13m,21h 46m,19h 00m,16h 48m,15h 06m,13h 33m,11h 47m,9h 34m,7h 47m,5h 32m,3h 35m
Fundy Bay,20,138049.0,38h 21m,38h 21m,35h 40m,33h 16m,30h 48m,28h 10m,25h 36m,23h 00m,20h 18m,17h 13m,14h 17m,11h 21m,10h 14m,9h 12m,8h 05m,6h 37m,5h 00m,4h 14m,3h 29m
Denman Island Trust Area,20,155319.2,43h 09m,43h 09m,40h 44m,38h 31m,36h 05m,33h 30m,30h 38m,27h 47m,25h 33m,23h 05m,20h 17m,18h 03m,16h 19m,14h 44m,12h 54m,10h 37m,8h 44m,6h 20m,4h 08m
Shediac Bridge-Shediac River,20,132302.6,36h 45m,36h 45m,34h 02m,31h 35m,29h 04m,26h 22m,23h 45m,21h 04m,18h 16m,15h 06m,12h 02m,8h 58m,7h 50m,6h 37m,5h 17m,3h 51m,2h 01m,1h 29m,0h 42m
Saint-Pacôme,20,118007.6,32h 47m,32h 47m,30h 16m,28h 03m,25h 48m,23h 24m,21h 07m,18h 49m,16h 28m,13h 48m,11h 21m,9h 00m,7h 43m,6h 53m,6h 13m,5h 39m,4h 59m,4h 03m,2h 37m
Weedon Centre,20,117956.2,32h 46m,32h 46m,30h 22m,28h 15m,26h 08m,23h 53m,21h 45m,19h 39m,17h 30m,15h 06m,12h 57m,10h 57m,9h 27m,8h 25m,7h 24m,6h 28m,5h 18m,4h 18m,3h 13m
Six Mile,20,152186.8,42h 16m,42h 16m,39h 53m,37h 39m,35h 14m,32h 40m,29h 48m,26h 59m,24h 45m,22h 18m,19h 32m,17h 19m,15h 37m,14h 03m,12h 17m,10h 03m,8h 15m,5h 59m,4h 00m
Greater Lakeburn,20,131893.5,36h 38m,36h 38m,33h 55m,31h 28m,28h 58m,26h 16m,23h 39m,20h 59m,18h 12m,15h 02m,11h 59m,8h 56m,7h 45m,6h 33m,5h 13m,3h 48m,2h 01m,1h 28m,0h 40m
Saint-Flavien,20,115403.2,32h 03m,32h 03m,29h 37m,27h 29m,25h 20m,23h 02m,20h 51m,18h 42m,16h 30m,14h 01m,11h 47m,9h 41m,8h 15m,7h 17m,6h 22m,5h 34m,4h 35m,3h 51m,2h 37m
Mount Currie 6,20,143562.0,39h 53m,39h 53m,37h 29m,35h 16m,32h 51m,30h 17m,27h 26m,24h 37m,22h 23m,19h 57m,17h 11m,15h 04m,13h 24m,12h 04m,10h 24m,8h 33m,6h 57m,5h 12m,3h 46m
Fairisle,20,131173.6,36h 26m,36h 26m,33h 45m,31h 19m,28h 51m,26h 12m,23h 37m,20h 59m,18h 15m,15h 09m,12h 11m,9h 12m,8h 16m,7h 12m,6h 04m,4h 39m,3h 00m,2h 11m,1h 48m
Carlisle Road,20,128351.4,35h 39m,35h 39m,33h 00m,30h 36m,28h 11m,25h 34m,23h 02m,20h 28m,17h 48m,14h 47m,11h 54m,9h 02m,8h 00m,7h 05m,5h 56m,4h 37m,3h 14m,2h 29m,2h 07m
Brantville,20,132294.4,36h 45m,36h 45m,34h 04m,31h 38m,29h 10m,26h 30m,23h 55m,21h 17m,18h 33m,15h 27m,12h 27m,9h 28m,8h 32m,7h 27m,6h 19m,4h 54m,3h 13m,2h 24m,2h 00m
Tabusintac,20,131963.4,36h 39m,36h 39m,33h 58m,31h 32m,29h 04m,26h 24m,23h 49m,21h 12m,18h 28m,15h 21m,12h 22m,9h 23m,8h 27m,7h 22m,6h 14m,4h 49m,3h 08m,2h 19m,1h 56m
Saint Irénée and Alderwood,20,131790.9,36h 37m,36h 37m,33h 56m,31h 30m,29h 03m,26h 24m,23h 49m,21h 13m,18h 29m,15h 24m,12h 27m,9h 29m,8h 35m,7h 33m,6h 22m,5h 00m,3h 24m,2h 31m,2h 02m
Pepper Creek,20,128164.6,35h 36m,35h 36m,32h 57m,30h 33m,28h 07m,25h 30m,22h 58m,20h 24m,17h 44m,14h 42m,11h 49m,8h 56m,7h 54m,6h 58m,5h 50m,4h 30m,3h 05m,2h 22m,2h 02m
Wedgewood,20,120315.0,33h 25m,33h 25m,31h 02m,28h 49m,26h 24m,23h 51m,21h 00m,18h 11m,15h 58m,13h 32m,10h 47m,9h 25m,7h 51m,6h 45m,5h 23m,4h 12m,3h 22m,2h 07m,0h 26m
Haut-Sheila,20,131949.3,36h 39m,36h 39m,33h 58m,31h 33m,29h 06m,26h 27m,23h 53m,21h 17m,18h 34m,15h 29m,12h 32m,9h 35m,8h 42m,7h 41m,6h 29m,5h 08m,3h 34m,2h 39m,2h 08m
Englishman River South,20,152361.3,42h 19m,42h 19m,39h 55m,37h 42m,35h 16m,32h 42m,29h 49m,27h 00m,24h 45m,22h 18m,19h 31m,17h 17m,15h 34m,14h 00m,12h 12m,9h 56m,8h 05m,5h 45m,3h 38m
Evergreen Park,20,131416.8,36h 30m,36h 30m,33h 48m,31h 21m,28h 52m,26h 10m,23h 34m,20h 54m,18h 08m,14h 59m,11h 57m,8h 55m,7h 44m,6h 33m,5h 15m,3h 54m,2h 06m,1h 33m,0h 44m
Sion,20,133912.8,37h 12m,37h 12m,34h 57m,32h 54m,30h 39m,28h 18m,25h 40m,23h 07m,21h 11m,19h 06m,16h 46m,14h 25m,13h 01m,11h 34m,9h 46m,8h 18m,6h 53m,5h 49m,4h 48m
Skowkale 10,20,139988.7,38h 53m,38h 53m,36h 31m,34h 19m,31h 55m,29h 23m,26h 33m,23h 47m,21h 35m,19h 12m,16h 30m,14h 21m,12h 45m,11h 19m,9h 42m,7h 41m,6h 10m,4h 20m,3h 05m
Lorne,20,128342.2,35h 39m,35h 39m,32h 59m,30h 36m,28h 10m,25h 32m,23h 00m,20h 25m,17h 45m,14h 43m,11h 48m,8h 55m,8h 06m,7h 06m,5h 55m,4h 44m,3h 21m,2h 21m,1h 40m
Hatzic Island,20,142169.1,39h 29m,39h 29m,37h 07m,34h 55m,32h 31m,29h 58m,27h 08m,24h 21m,22h 09m,19h 45m,17h 02m,14h 53m,13h 16m,11h 50m,10h 11m,8h 08m,6h 34m,4h 40m,3h 17m
Saprae Creek,20,123654.1,34h 21m,34h 21m,32h 05m,30h 00m,27h 44m,25h 20m,22h 40m,20h 05m,18h 06m,15h 58m,13h 33m,11h 55m,10h 46m,9h 29m,7h 51m,6h 41m,5h 49m,4h 39m,2h 49m
Saint-Bernard-de-l'Île-aux-Coudres,20,122429.3,34h 00m,34h 00m,31h 32m,29h 20m,27h 08m,24h 45m,22h 30m,20h 16m,17h 58m,15h 22m,13h 00m,10h 44m,9h 22m,8h 26m,7h 37m,6h 58m,6h 12m,5h 09m,3h 42m
Cherry Point,20,153244.7,42h 34m,42h 34m,40h 10m,37h 57m,35h 31m,32h 57m,30h 05m,27h 16m,25h 01m,22h 34m,19h 48m,17h 35m,15h 53m,14h 19m,12h 32m,10h 17m,8h 28m,6h 11m,4h 09m
Fox Mountain,20,138226.3,38h 24m,38h 24m,35h 56m,33h 39m,31h 09m,28h 30m,25h 33m,22h 37m,20h 15m,17h 40m,14h 43m,12h 53m,11h 00m,9h 30m,8h 14m,6h 55m,5h 20m,4h 29m,3h 07m
Spallumcheen,20,131031.4,36h 24m,36h 24m,34h 06m,31h 58m,29h 40m,27h 14m,24h 31m,21h 51m,19h 49m,17h 36m,15h 05m,12h 56m,11h 36m,10h 05m,8h 35m,6h 53m,5h 47m,4h 23m,3h 29m
York University Heights,20,114118.7,31h 42m,31h 42m,29h 34m,27h 46m,25h 59m,24h 06m,22h 24m,20h 47m,19h 12m,17h 28m,16h 05m,14h 31m,13h 10m,11h 40m,10h 04m,8h 22m,6h 07m,4h 19m,2h 22m
Parkwoods-Donalda,20,114374.1,31h 46m,31h 46m,29h 38m,27h 49m,26h 01m,24h 07m,22h 25m,20h 47m,19h 11m,17h 25m,16h 01m,14h 27m,13h 04m,11h 36m,10h 02m,8h 22m,6h 09m,4h 26m,2h 26m
South Parkdale,20,114772.1,31h 53m,31h 53m,29h 45m,27h 56m,26h 09m,24h 15m,22h 33m,20h 56m,19h 21m,17h 36m,16h 12m,14h 38m,13h 16m,11h 47m,10h 12m,8h 31m,6h 17m,4h 30m,2h 32m
South Riverdale,20,115074.3,31h 58m,31h 58m,29h 49m,28h 00m,26h 13m,24h 19m,22h 36m,20h 58m,19h 23m,17h 36m,16h 12m,14h 39m,13h 16m,11h 47m,10h 12m,8h 32m,6h 19m,4h 35m,2h 34m
North St.James Town,20,114818.6,31h 54m,31h 54m,29h 45m,27h 56m,26h 09m,24h 15m,22h 33m,20h 55m,19h 20m,17h 34m,16h 10m,14h 36m,13h 14m,11h 45m,10h 10m,8h 30m,6h 16m,4h 31m,2h 32m
Waterfront Communities-The Island,20,115271.4,32h 01m,32h 01m,29h 53m,28h 05m,26h 18m,24h 24m,22h 42m,21h 05m,19h 31m,17h 46m,16h 23m,14h 50m,13h 29m,12h 02m,10h 30m,8h 52m,6h 43m,5h 04m,3h 15m
West Humber-Clairville,20,114386.1,31h 46m,31h 46m,29h 38m,27h 50m,26h 03m,24h 10m,22h 28m,20h 51m,19h 16m,17h 31m,16h 09m,14h 34m,13h 13m,11h 44m,10h 08m,8h 26m,6h 11m,4h 23m,2h 25m
Banbury-Don Mills,20,114497.7,31h 48m,31h 48m,29h 40m,27h 51m,26h 03m,24h 10m,22h 27m,20h 49m,19h 13m,17h 27m,16h 03m,14h 30m,13h 07m,11h 39m,10h 04m,8h 24m,6h 11m,4h 27m,2h 27m
Birchcliffe-Cliffside,20,114860.3,31h 54m,31h 54m,29h 46m,27h 56m,26h 09m,24h 15m,22h 32m,20h 53m,19h 18m,17h 31m,16h 06m,14h 33m,13h 10m,11h 42m,10h 07m,8h 28m,6h 15m,4h 32m,2h 31m
Islington-City Centre West,20,114612.7,31h 50m,31h 50m,29h 42m,27h 54m,26h 07m,24h 13m,22h 31m,20h 54m,19h 20m,17h 35m,16h 12m,14h 37m,13h 16m,11h 47m,10h 11m,8h 29m,6h 14m,4h 26m,2h 28m
Centennial Scarborough,20,114574.4,31h 50m,31h 50m,29h 41m,27h 51m,26h 03m,24h 08m,22h 25m,20h 46m,19h 09m,17h 22m,15h 56m,14h 24m,12h 59m,11h 31m,9h 57m,8h 19m,6h 07m,4h 26m,2h 24m
Mount Pleasant West,20,114594.4,31h 50m,31h 50m,29h 42m,27h 53m,26h 06m,24h 12m,22h 30m,20h 52m,19h 17m,17h 32m,16h 08m,14h 34m,13h 12m,11h 43m,10h 08m,8h 27m,6h 14m,4h 28m,2h 29m
Humewood-Cedarvale,20,114418.4,31h 47m,31h 47m,29h 39m,27h 50m,26h 03m,24h 10m,22h 27m,20h 50m,19h 15m,17h 30m,16h 06m,14h 32m,13h 11m,11h 42m,10h 06m,8h 25m,6h 12m,4h 26m,2h 28m
Beechborough-Greenbrook,20,114184.9,31h 43m,31h 43m,29h 35m,27h 46m,26h 00m,24h 06m,22h 24m,20h 47m,19h 13m,17h 28m,16h 05m,14h 31m,13h 09m,11h 40m,10h 04m,8h 23m,6h 08m,4h 21m,2h 23m
Blake-Jones,20,114950.8,31h 56m,31h 56m,29h 47m,27h 58m,26h 11m,24h 17m,22h 34m,20h 56m,19h 20m,17h 34m,16h 10m,14h 37m,13h 14m,11h 45m,10h 11m,8h 30m,6h 17m,4h 33m,2h 33m
Forest Hill North,20,114375.4,31h 46m,31h 46m,29h 38m,27h 49m,26h 02m,24h 09m,22h 27m,20h 49m,19h 14m,17h 29m,16h 05m,14h 32m,13h 10m,11h 41m,10h 06m,8h 25m,6h 11m,4h 25m,2h 27m
Corso Italia-Davenport,20,114412.7,31h 47m,31h 47m,29h 39m,27h 50m,26h 03m,24h 10m,22h 28m,20h 50m,19h 16m,17h 31m,16h 07m,14h 33m,13h 12m,11h 43m,10h 07m,8h 26m,6h 11m,4h 25m,2h 27m
Danforth,20,114920.3,31h 55m,31h 55m,29h 47m,27h 58m,26h 10m,24h 16m,22h 34m,20h 56m,19h 20m,17h 34m,16h 09m,14h 36m,13h 13m,11h 45m,10h 10m,8h 30m,6h 17m,4h 33m,2h 32m
Eringate-Centennial-West Deane,20,114645.2,31h 51m,31h 51m,29h 43m,27h 54m,26h 07m,24h 14m,22h 32m,20h 55m,19h 20m,17h 35m,16h 12m,14h 38m,13h 17m,11h 47m,10h 11m,8h 30m,6h 14m,4h 27m,2h 29m
Junction Area,20,114481.8,31h 48m,31h 48m,29h 40m,27h 51m,26h 05m,24h 11m,22h 29m,20h 52m,19h 17m,17h 32m,16h 09m,14h 35m,13h 14m,11h 45m,10h 09m,8h 27m,6h 12m,4h 25m,2h 27m
University,20,114794.1,31h 53m,31h 53m,29h 45m,27h 56m,26h 09m,24h 16m,22h 33m,20h 56m,19h 21m,17h 35m,16h 12m,14h 38m,13h 16m,11h 47m,10h 12m,8h 31m,6h 17m,4h 31m,2h 32m
Dovercourt-Wallace Emerson-Junction,20,114597.6,31h 50m,31h 50m,29h 42m,27h 53m,26h 06m,24h 13m,22h 31m,20h 53m,19h 18m,17h 33m,16h 10m,14h 36m,13h 14m,11h 45m,10h 10m,8h 28m,6h 14m,4h 27m,2h 29m
Edenbridge-Humber Valley,20,114462.4,31h 48m,31h 48m,29h 40m,27h 51m,26h 04m,24h 11m,22h 29m,20h 52m,19h 17m,17h 32m,16h 09m,14h 35m,13h 14m,11h 45m,10h 09m,8h 27m,6h 12m,4h 24m,2h 27m
Newtonbrook East,20,114401.9,31h 47m,31h 47m,29h 38m,27h 50m,26h 02m,24h 09m,22h 26m,20h 49m,19h 14m,17h 28m,16h 04m,14h 31m,13h 09m,11h 40m,10h 05m,8h 24m,6h 11m,4h 26m,2h 27m
Yonge-St.Clair,20,114670.0,31h 51m,31h 51m,29h 43m,27h 54m,26h 07m,24h 14m,22h 31m,20h 54m,19h 19m,17h 34m,16h 10m,14h 36m,13h 14m,11h 46m,10h 10m,8h 29m,6h 15m,4h 29m,2h 31m
Newtonbrook West,20,114379.3,31h 46m,31h 46m,29h 38m,27h 49m,26h 03m,24h 09m,22h 27m,20h 49m,19h 15m,17h 29m,16h 06m,14h 32m,13h 10m,11h 41m,10h 06m,8h 25m,6h 11m,4h 25m,2h 27m
L'Amoreaux,20,114343.3,31h 46m,31h 46m,29h 37m,27h 48m,26h 01m,24h 07m,22h 24m,20h 46m,19h 11m,17h 25m,16h 01m,14h 27m,13h 05m,11h 36m,10h 02m,8h 22m,6h 09m,4h 25m,2h 26m
Yorkdale-Glen Park,20,114225.9,31h 44m,31h 44m,29h 36m,27h 47m,26h 00m,24h 07m,22h 24m,20h 47m,19h 12m,17h 27m,16h 04m,14h 30m,13h 08m,11h 39m,10h 04m,8h 23m,6h 09m,4h 23m,2h 25m
Taylor-Massey,20,114934.2,31h 56m,31h 56m,29h 47m,27h 58m,26h 10m,24h 16m,22h 34m,20h 56m,19h 20m,17h 34m,16h 09m,14h 36m,13h 13m,11h 44m,10h 10m,8h 30m,6h 17m,4h 33m,2h 32m
Lambton Baby Point,20,114650.6,31h 51m,31h 51m,29h 43m,27h 54m,26h 07m,24h 14m,22h 32m,20h 55m,19h 20m,17h 35m,16h 12m,14h 38m,13h 17m,11h 48m,10h 12m,8h 30m,6h 14m,4h 27m,2h 29m
Lawrence Park North,20,114315.1,31h 45m,31h 45m,29h 37m,27h 48m,26h 01m,24h 07m,22h 25m,20h 47m,19h 12m,17h 27m,16h 03m,14h 29m,13h 07m,11h 39m,10h 04m,8h 23m,6h 10m,4h 24m,2h 26m
Palmerston-Little Italy,20,114793.4,31h 53m,31h 53m,29h 45m,27h 56m,26h 09m,24h 16m,22h 34m,20h 56m,19h 21m,17h 36m,16h 13m,14h 39m,13h 17m,11h 48m,10h 13m,8h 31m,6h 17m,4h 30m,2h 32m
Lansing-Westgate,20,114289.6,31h 45m,31h 45m,29h 37m,27h 48m,26h 01m,24h 07m,22h 25m,20h 47m,19h 12m,17h 26m,16h 03m,14h 29m,13h 07m,11h 38m,10h 03m,8h 23m,6h 09m,4h 24m,2h 26m
Lawrence Park South,20,114419.9,31h 47m,31h 47m,29h 39m,27h 50m,26h 03m,24h 09m,22h 27m,20h 49m,19h 14m,17h 29m,16h 05m,14h 31m,13h 09m,11h 41m,10h 06m,8h 25m,6h 11m,4h 26m,2h 27m
Leaside-Bennington,20,114698.1,31h 52m,31h 52m,29h 43m,27h 54m,26h 07m,24h 13m,22h 30m,20h 53m,19h 17m,17h 31m,16h 07m,14h 34m,13h 11m,11h 43m,10h 08m,8h 27m,6h 14m,4h 30m,2h 30m
Rexdale-Kipling,20,114335.5,31h 46m,31h 46m,29h 38m,27h 49m,26h 02m,24h 09m,22h 27m,20h 50m,19h 15m,17h 30m,16h 07m,14h 33m,13h 12m,11h 43m,10h 07m,8h 25m,6h 10m,4h 22m,2h 25m
Mount Olive-Silverstone-Jamestown,20,114300.6,31h 45m,31h 45m,29h 37m,27h 49m,26h 02m,24h 09m,22h 27m,20h 50m,19h 16m,17h 31m,16h 08m,14h 34m,13h 13m,11h 43m,10h 07m,8h 25m,6h 09m,4h 21m,2h 23m
Mount Pleasant East,20,114611.3,31h 50m,31h 50m,29h 42m,27h 53m,26h 06m,24h 12m,22h 30m,20h 52m,19h 17m,17h 31m,16h 07m,14h 34m,13h 12m,11h 43m,10h 08m,8h 27m,6h 14m,4h 28m,2h 29m
North Riverdale,20,114947.5,31h 56m,31h 56m,29h 47m,27h 58m,26h 11m,24h 17m,22h 34m,20h 56m,19h 21m,17h 34m,16h 10m,14h 37m,13h 14m,11h 45m,10h 11m,8h 30m,6h 17m,4h 33m,2h 33m
Old East York,20,114662.0,31h 51m,31h 51m,29h 43m,27h 53m,26h 06m,24h 12m,22h 29m,20h 51m,19h 16m,17h 30m,16h 05m,14h 32m,13h 09m,11h 41m,10h 06m,8h 26m,6h 13m,4h 29m,2h 29m
Willowdale West,20,114302.4,31h 45m,31h 45m,29h 37m,27h 48m,26h 01m,24h 07m,22h 25m,20h 48m,19h 13m,17h 27m,16h 04m,14h 30m,13h 08m,11h 39m,10h 04m,8h 23m,6h 10m,4h 24m,2h 26m
Black Creek,20,114068.1,31h 41m,31h 41m,29h 33m,27h 45m,25h 58m,24h 05m,22h 23m,20h 46m,19h 12m,17h 28m,16h 05m,14h 31m,13h 10m,11h 40m,10h 04m,8h 22m,6h 06m,4h 17m,2h 20m
Rockcliffe-Smythe,20,114360.3,31h 46m,31h 46m,29h 38m,27h 49m,26h 03m,24h 09m,22h 27m,20h 50m,19h 16m,17h 31m,16h 08m,14h 34m,13h 12m,11h 43m,10h 07m,8h 25m,6h 10m,4h 23m,2h 25m
Pelmo Park-Humberlea,20,114214.5,31h 44m,31h 44m,29h 36m,27h 47m,26h 00m,24h 07m,22h 25m,20h 48m,19h 13m,17h 28m,16h 05m,14h 31m,13h 10m,11h 41m,10h 05m,8h 23m,6h 08m,4h 21m,2h 24m
Playter Estates-Danforth,20,114924.8,31h 55m,31h 55m,29h 47m,27h 58m,26h 10m,24h 17m,22h 34m,20h 56m,19h 20m,17h 34m,16h 10m,14h 36m,13h 13m,11h 45m,10h 10m,8h 30m,6h 17m,4h 33m,2h 32m
Rosedale-Moore Park,20,114873.3,31h 55m,31h 55m,29h 46m,27h 57m,26h 10m,24h 17m,22h 34m,20h 56m,19h 21m,17h 36m,16h 12m,14h 38m,13h 16m,11h 47m,10h 12m,8h 31m,6h 17m,4h 32m,2h 33m
Runnymede-Bloor West Village,20,114584.2,31h 50m,31h 50m,29h 42m,27h 53m,26h 06m,24h 13m,22h 31m,20h 54m,19h 19m,17h 34m,16h 11m,14h 37m,13h 16m,11h 46m,10h 11m,8h 29m,6h 13m,4h 26m,2h 28m
Rustic,20,114107.7,31h 42m,31h 42m,29h 34m,27h 45m,25h 58m,24h 05m,22h 23m,20h 46m,19h 11m,17h 26m,16h 03m,14h 29m,13h 08m,11h 39m,10h 03m,8h 22m,6h 07m,4h 20m,2h 23m
Stonegate-Queensway,20,114890.1,31h 55m,31h 55m,29h 47m,27h 58m,26h 11m,24h 18m,22h 36m,20h 59m,19h 24m,17h 39m,16h 16m,14h 42m,13h 20m,11h 51m,10h 15m,8h 33m,6h 18m,4h 30m,2h 32m
Briar Hill-Belgravia,20,114321.0,31h 45m,31h 45m,29h 37m,27h 49m,26h 02m,24h 08m,22h 26m,20h 49m,19h 14m,17h 29m,16h 05m,14h 31m,13h 10m,11h 41m,10h 06m,8h 24m,6h 10m,4h 24m,2h 26m
Danforth East York,20,114826.9,31h 54m,31h 54m,29h 45m,27h 56m,26h 09m,24h 15m,22h 32m,20h 54m,19h 18m,17h 32m,16h 08m,14h 35m,13h 12m,11h 43m,10h 09m,8h 28m,6h 16m,4h 31m,2h 31m
St. Andrew-Windfields,20,114289.9,31h 45m,31h 45m,29h 37m,27h 48m,26h 00m,24h 07m,22h 24m,20h 46m,19h 11m,17h 25m,16h 01m,14h 28m,13h 05m,11h 37m,10h 02m,8h 22m,6h 09m,4h 24m,2h 25m
Broadview North,20,114816.6,31h 54m,31h 54m,29h 45m,27h 56m,26h 09m,24h 15m,22h 32m,20h 54m,19h 18m,17h 32m,16h 08m,14h 34m,13h 11m,11h 43m,10h 08m,8h 28m,6h 15m,4h 31m,2h 31m
Thistletown-Beaumond Heights,20,114229.8,31h 44m,31h 44m,29h 36m,27h 47m,26h 01m,24h 08m,22h 26m,20h 49m,19h 14m,17h 30m,16h 07m,14h 32m,13h 12m,11h 42m,10h 06m,8h 24m,6h 08m,4h 20m,2h 23m
Annex,20,114782.8,31h 53m,31h 53m,29h 45m,27h 56m,26h 09m,24h 16m,22h 33m,20h 56m,19h 21m,17h 35m,16h 12m,14h 38m,13h 16m,11h 47m,10h 12m,8h 31m,6h 17m,4h 30m,2h 32m
Thorncliffe Park,20,114801.4,31h 53m,31h 53m,29h 45m,27h 56m,26h 08m,24h 14m,22h 32m,20h 54m,19h 18m,17h 32m,16h 08m,14h 34m,13h 11m,11h 43m,10h 08m,8h 28m,6h 15m,4h 31m,2h 31m
Victoria Village,20,114581.0,31h 50m,31h 50m,29h 41m,27h 52m,26h 05m,24h 11m,22h 28m,20h 50m,19h 14m,17h 28m,16h 04m,14h 31m,13h 08m,11h 39m,10h 05m,8h 25m,6h 12m,4h 28m,2h 28m
Caledonia-Fairbank,20,114347.2,31h 46m,31h 46m,29h 38m,27h 49m,26h 02m,24h 09m,22h 27m,20h 49m,19h 14m,17h 29m,16h 06m,14h 32m,13h 11m,11h 42m,10h 06m,8h 25m,6h 10m,4h 24m,2h 26m
Wexford/Maryvale,20,114413.8,31h 47m,31h 47m,29h 38m,27h 49m,26h 02m,24h 08m,22h 25m,20h 47m,19h 11m,17h 25m,16h 00m,14h 27m,13h 04m,11h 36m,10h 01m,8h 22m,6h 09m,4h 26m,2h 26m
Weston-Pellam Park,20,114383.8,31h 46m,31h 46m,29h 38m,27h 50m,26h 03m,24h 10m,22h 27m,20h 50m,19h 16m,17h 31m,16h 07m,14h 33m,13h 12m,11h 43m,10h 07m,8h 26m,6h 11m,4h 24m,2h 26m
Westminster-Branson,20,114303.7,31h 45m,31h 45m,29h 37m,27h 48m,26h 01m,24h 08m,22h 26m,20h 49m,19h 14m,17h 29m,16h 06m,14h 32m,13h 10m,11h 41m,10h 06m,8h 24m,6h 10m,4h 23m,2h 26m
Willowdale East,20,114283.1,31h 45m,31h 45m,29h 36m,27h 47m,26h 00m,24h 07m,22h 24m,20h 47m,19h 11m,17h 26m,16h 02m,14h 28m,13h 06m,11h 38m,10h 03m,8h 22m,6h 09m,4h 24m,2h 26m
Yonge-Eglinton,20,114491.6,31h 48m,31h 48m,29h 40m,27h 51m,26h 04m,24h 11m,22h 28m,20h 51m,19h 16m,17h 31m,16h 07m,14h 33m,13h 11m,11h 42m,10h 07m,8h 26m,6h 12m,4h 27m,2h 29m
Maple Leaf,20,114095.2,31h 42m,31h 42m,29h 34m,27h 45m,25h 58m,24h 05m,22h 22m,20h 45m,19h 11m,17h 25m,16h 02m,14h 28m,13h 07m,11h 38m,10h 02m,8h 21m,6h 07m,4h 20m,2h 23m
Willowridge-Martingrove-Richview,20,114302.9,31h 45m,31h 45m,29h 37m,27h 48m,26h 02m,24h 08m,22h 26m,20h 49m,19h 15m,17h 30m,16h 07m,14h 33m,13h 11m,11h 42m,10h 06m,8h 25m,6h 10m,4h 22m,2h 25m
Church-Yonge Corridor,20,114858.8,31h 54m,31h 54m,29h 46m,27h 57m,26h 10m,24h 16m,22h 33m,20h 56m,19h 20m,17h 34m,16h 10m,14h 37m,13h 14m,11h 46m,10h 11m,8h 30m,6h 17m,4h 32m,2h 32m
Brookhaven-Amesbury,20,114155.0,31h 43m,31h 43m,29h 35m,27h 46m,25h 59m,24h 06m,22h 24m,20h 47m,19h 12m,17h 27m,16h 04m,14h 30m,13h 09m,11h 40m,10h 04m,8h 22m,6h 07m,4h 20m,2h 23m
O'Connor-Parkview,20,114757.4,31h 53m,31h 53m,29h 44m,27h 55m,26h 08m,24h 14m,22h 31m,20h 53m,19h 17m,17h 31m,16h 06m,14h 33m,13h 10m,11h 42m,10h 07m,8h 27m,6h 14m,4h 31m,2h 30m
Princess-Rosethorn,20,114471.2,31h 48m,31h 48m,29h 40m,27h 51m,26h 04m,24h 11m,22h 29m,20h 52m,19h 17m,17h 32m,16h 09m,14h 35m,13h 14m,11h 45m,10h 09m,8h 27m,6h 12m,4h 24m,2h 27m
Kensington-Chinatown,20,114885.3,31h 55m,31h 55m,29h 46m,27h 58m,26h 10m,24h 17m,22h 34m,20h 57m,19h 22m,17h 36m,16h 12m,14h 38m,13h 16m,11h 47m,10h 12m,8h 31m,6h 18m,4h 32m,2h 33m
Bay Street Corridor,20,114854.4,31h 54m,31h 54m,29h 46m,27h 57m,26h 10m,24h 16m,22h 34m,20h 56m,19h 21m,17h 35m,16h 11m,14h 37m,13h 15m,11h 46m,10h 11m,8h 31m,6h 17m,4h 32m,2h 32m
Agincourt South-Malvern West,20,114373.4,31h 46m,31h 46m,29h 38m,27h 48m,26h 01m,24h 07m,22h 24m,20h 45m,19h 09m,17h 23m,15h 58m,14h 25m,13h 02m,11h 34m,10h 00m,8h 20m,6h 08m,4h 26m,2h 25m
Bayview Woods-Steeles,20,114435.4,31h 47m,31h 47m,29h 39m,27h 50m,26h 03m,24h 09m,22h 27m,20h 49m,19h 14m,17h 28m,16h 04m,14h 31m,13h 09m,11h 40m,10h 05m,8h 24m,6h 11m,4h 26m,2h 27m
East End-Danforth,20,114996.6,31h 57m,31h 57m,29h 48m,27h 59m,26h 11m,24h 17m,22h 34m,20h 56m,19h 20m,17h 34m,16h 09m,14h 36m,13h 13m,11h 45m,10h 10m,8h 30m,6h 18m,4h 34m,2h 33m
Cabbagetown-South St.James Town,20,114907.5,31h 55m,31h 55m,29h 47m,27h 58m,26h 10m,24h 17m,22h 34m,20h 56m,19h 21m,17h 35m,16h 10m,14h 37m,13h 14m,11h 46m,10h 11m,8h 30m,6h 17m,4h 32m,2h 32m
