from_name,to_region,straight_distance_km,road_distance_km,road_time_sec,road_time_hours,road_time_h_m,end_lat,end_lon
Aldouane,Newfoundland,460.4,734.7,50215.7,13.949,13h 57m,47.5796060,-59.1415050
Aldouane,Newfoundland and Labrador,704.3,1144.2,66730.7,18.536,18h 32m,52.8193711,-67.1766909
Aldouane,Manitoba,2241.8,2997.8,152806.6,42.446,42h 27m,49.7400068,-95.1551137
Aldouane,Saskatchewan,2690.7,3490.0,174478.2,48.466,48h 28m,49.8424563,-101.4441181
Aldouane,Alberta,3294.1,4148.8,201430.1,55.953,55h 57m,49.9577834,-110.0001320
Aldouane,British Columbia,3601.3,4503.7,218845.9,60.791,60h 47m,49.0355662,-114.0394431
Aldouane,Northwest Territories,3637.9,5419.7,259060.7,71.961,71h 58m,60.0021112,-116.9810185
Aldouane,Yukon,4028.0,5761.0,276113.8,76.698,76h 42m,60.0521884,-124.0168627
Aldouane,Nunavut,3345.5,6439.2,316122.4,87.812,87h 49m,65.0116609,-109.7209871
Alexandria,Ontario,0.0,0.0,0.0,0.000,0h 00m,45.3131700,-74.6366500
Alexandria,Québec,12.6,17.4,1115.9,0.310,0h 19m,45.3218544,-74.4754847
Alexandria,New Brunswick,505.1,623.7,29333.5,8.148,8h 09m,47.3638255,-68.7634296
Alexandria,Nova Scotia,809.1,1167.5,52349.8,14.542,14h 32m,45.8552499,-64.2612054
Alexandria,Prince Edward Island,847.5,1209.8,54546.8,15.152,15h 09m,46.1915229,-63.7772032
Alexandria,Newfoundland and Labrador,994.8,1334.3,71750.1,19.931,19h 56m,52.8193711,-67.1766909
Alexandria,Quebec,1006.4,1501.5,80737.6,22.427,22h 26m,47.3812400,-61.8550470
Alexandria,Newfoundland,1211.5,1761.9,96062.8,26.684,26h 41m,47.5796060,-59.1415050
Alexandria,Manitoba,1611.4,2017.5,107780.4,29.939,29h 56m,49.7400068,-95.1551137
Alexandria,Saskatchewan,2060.8,2509.7,129452.0,35.959,35h 58m,49.8424563,-101.4441181
Alexandria,Alberta,2673.4,3168.5,156403.9,43.446,43h 27m,49.9577834,-110.0001320
Alexandria,British Columbia,2972.8,3523.3,173819.7,48.283,48h 17m,49.0355662,-114.0394431
Alexandria,Northwest Territories,3211.9,4439.4,214034.5,59.454,59h 27m,60.0021112,-116.9810185
Alexandria,Yukon,3599.6,4780.7,231087.6,64.191,64h 11m,60.0521884,-124.0168627
Alexandria,Nunavut,3051.0,5458.9,271096.2,75.305,75h 18m,65.0116609,-109.7209871
Alix,Alberta,0.0,0.0,0.0,0.000,0h 00m,52.4001200,-113.1852500
Alix,Saskatchewan,225.8,241.9,11297.4,3.138,3h 08m,51.8526313,-109.9993491
Alix,British Columbia,235.6,354.8,15937.1,4.427,4h 26m,51.2338510,-116.0468202
Alix,Manitoba,795.8,869.6,41049.9,11.403,11h 24m,51.6363041,-101.6101600
Alix,Northwest Territories,876.9,1082.5,49380.2,13.717,13h 43m,60.0021112,-116.9810185
Alix,Yukon,1079.9,1395.0,65616.9,18.227,18h 14m,60.0521884,-124.0168627
Alix,Ontario,1290.2,1489.7,65864.5,18.296,18h 18m,49.7387412,-95.1576564
Alix,Nunavut,1416.0,2102.0,106441.9,29.567,29h 34m,65.0116609,-109.7209871
Alix,Québec,2398.6,2899.0,138522.1,38.478,38h 29m,48.5258748,-79.5235351
Alix,New Brunswick,3179.6,4096.0,197863.3,54.962,54h 58m,47.3638255,-68.7634296
Alix,Nova Scotia,3561.8,4639.8,220879.6,61.355,61h 21m,45.8552499,-64.2612054
Alix,Prince Edward Island,3575.8,4682.0,223076.6,61.966,61h 58m,46.1915229,-63.7772032
Alix,Newfoundland and Labrador,3053.2,4642.7,236043.9,65.568,65h 34m,52.8193711,-67.1766909
Alix,Quebec,3640.1,4973.7,249267.4,69.241,69h 14m,47.3812400,-61.8550470
Alix,Newfoundland,3808.9,5234.1,264592.6,73.498,73h 30m,47.5796060,-59.1415050
Alliston,Ontario,0.0,0.0,0.0,0.000,0h 00m,44.1501100,-79.8663500
Alliston,Québec,261.8,341.2,16615.0,4.615,4h 37m,46.3645273,-78.7301929
Alliston,New Brunswick,931.5,1128.0,51132.7,14.204,14h 12m,47.3638255,-68.7634296
Alliston,Nova Scotia,1239.4,1671.8,74149.0,20.597,20h 36m,45.8552499,-64.2612054
Alliston,Prince Edward Island,1279.2,1714.0,76346.0,21.207,21h 12m,46.1915229,-63.7772032
Alliston,Newfoundland and Labrador,1339.4,1838.6,93549.3,25.986,25h 59m,52.8193711,-67.1766909
Alliston,Manitoba,1313.1,1863.4,94577.7,26.272,26h 16m,49.7400068,-95.1551137
Alliston,Quebec,1439.0,2005.7,102536.8,28.482,28h 29m,47.3812400,-61.8550470
Alliston,Saskatchewan,1747.0,2355.6,116249.3,32.291,32h 17m,49.8424563,-101.4441181
Alliston,Newfoundland,1644.0,2266.2,117862.0,32.739,32h 44m,47.5796060,-59.1415050
Alliston,Alberta,2354.5,3014.4,143201.2,39.778,39h 47m,49.9577834,-110.0001320
Alliston,British Columbia,2643.4,3369.3,160617.0,44.616,44h 37m,49.0355662,-114.0394431
Alliston,Northwest Territories,3026.1,4285.3,200831.8,55.787,55h 47m,60.0021112,-116.9810185
Alliston,Yukon,3405.0,4626.6,217884.9,60.524,60h 31m,60.0521884,-124.0168627
Alliston,Nunavut,2956.9,5304.9,257893.5,71.637,71h 38m,65.0116609,-109.7209871
Alma,Quebec,0.0,0.0,0.0,0.000,0h 00m,48.5500900,-71.6491000
Alma,New Brunswick,253.5,329.3,23767.4,6.602,6h 36m,47.9262404,-68.3571823
Alma,Québec,253.5,329.3,23767.4,6.602,6h 36m,47.9262404,-68.3571823
Alma,Ontario,391.3,550.7,25801.6,7.167,7h 10m,45.5848958,-74.4337313
Alma,Nova Scotia,633.1,863.0,45132.8,12.537,12h 32m,45.8552499,-64.2612054
Alma,Prince Edward Island,647.8,905.3,47329.8,13.147,13h 09m,46.1915229,-63.7772032
Alma,Newfoundland and Labrador,569.5,912.3,51850.8,14.403,14h 24m,52.8193711,-67.1766909
Alma,Newfoundland,934.6,1457.4,88845.8,24.679,24h 41m,47.5796060,-59.1415050
Alma,Manitoba,1707.9,2253.8,119478.2,33.188,33h 11m,49.7400068,-95.1551137
Alma,Saskatchewan,2155.4,2746.0,141149.8,39.208,39h 12m,49.8424563,-101.4441181
Alma,Alberta,2757.2,3404.9,168101.7,46.695,46h 42m,49.9577834,-110.0001320
Alma,British Columbia,3064.8,3759.7,185517.5,51.533,51h 32m,49.0355662,-114.0394431
Alma,Northwest Territories,3129.1,4675.7,225732.3,62.703,62h 42m,60.0021112,-116.9810185
Alma,Yukon,3519.8,5017.0,242785.4,67.440,67h 26m,60.0521884,-124.0168627
Alma,Nunavut,2880.6,5695.3,282794.0,78.554,78h 33m,65.0116609,-109.7209871
Altadore,Alberta,0.0,0.0,0.0,0.000,0h 00m,51.0165100,-114.1032300
Altadore,British Columbia,137.8,166.1,8040.1,2.233,2h 14m,51.2338510,-116.0468202
Altadore,Saskatchewan,313.2,346.7,15336.8,4.260,4h 16m,49.9572345,-110.0001418
Altadore,Manitoba,898.4,997.3,42207.3,11.724,11h 43m,50.0635549,-101.4635773
Altadore,Northwest Territories,1015.2,1229.5,55441.3,15.400,15h 24m,60.0021112,-116.9810185
Altadore,Ontario,1347.2,1495.1,64099.0,17.805,17h 48m,49.7387412,-95.1576564
Altadore,Yukon,1179.8,1513.3,71283.6,19.801,19h 48m,60.0521884,-124.0168627
Altadore,Nunavut,1576.5,2249.0,112503.0,31.251,31h 15m,65.0116609,-109.7209871
Altadore,Québec,2475.6,2904.4,136756.6,37.988,37h 59m,48.5258748,-79.5235351
Altadore,New Brunswick,3267.1,4101.4,196097.8,54.472,54h 28m,47.3638255,-68.7634296
Altadore,Nova Scotia,3649.7,4645.2,219114.1,60.865,60h 52m,45.8552499,-64.2612054
Altadore,Prince Edward Island,3665.7,4687.4,221311.1,61.475,61h 29m,46.1915229,-63.7772032
Altadore,Newfoundland and Labrador,3167.1,4648.1,234278.4,65.077,65h 05m,52.8193711,-67.1766909
Altadore,Quebec,3737.4,4979.1,247501.9,68.751,68h 45m,47.3812400,-61.8550470
Altadore,Newfoundland,3910.4,5239.5,262827.1,73.008,73h 00m,47.5796060,-59.1415050
Altamont,Alberta,513.9,780.1,34532.3,9.592,9h 36m,52.8879682,-118.4788279
Altamont,British Columbia,513.9,780.1,34532.3,9.592,9h 36m,52.8879682,-118.4788279
Altamont,Saskatchewan,951.7,1330.2,60207.7,16.724,16h 43m,49.9572345,-110.0001418
Altamont,Northwest Territories,1249.8,1862.0,83874.4,23.298,23h 18m,60.0021112,-116.9810185
Altamont,Manitoba,1559.9,1980.8,87078.2,24.188,24h 11m,50.0635549,-101.4635773
Altamont,Yukon,1192.2,1827.8,88258.4,24.516,24h 31m,60.0521884,-124.0168627
Altamont,Ontario,2012.3,2478.6,108969.9,30.269,30h 16m,49.7387412,-95.1576564
Altamont,Nunavut,1913.3,2881.5,140936.1,39.149,39h 09m,65.0116609,-109.7209871
Altamont,Québec,3147.0,3887.8,181627.5,50.452,50h 27m,48.5258748,-79.5235351
Altamont,New Brunswick,3940.6,5084.9,240968.7,66.936,66h 56m,47.3638255,-68.7634296
Altamont,Nova Scotia,4323.1,5628.6,263985.0,73.329,73h 20m,45.8552499,-64.2612054
Altamont,Prince Edward Island,4339.3,5670.9,266182.0,73.939,73h 56m,46.1915229,-63.7772032
Altamont,Newfoundland and Labrador,3832.7,5631.6,279149.3,77.541,77h 32m,52.8193711,-67.1766909
Altamont,Quebec,4410.7,5962.6,292372.8,81.215,81h 13m,47.3812400,-61.8550470
Altamont,Newfoundland,4582.7,6223.0,307698.0,85.472,85h 28m,47.5796060,-59.1415050
Altona,Manitoba,0.0,0.0,0.0,0.000,0h 00m,49.1046900,-97.5596100
Altona,Ontario,187.5,239.0,11380.1,3.161,3h 10m,49.7387412,-95.1576564
Altona,Saskatchewan,278.2,334.0,16732.9,4.648,4h 39m,49.1778093,-101.3830950
Altona,Alberta,901.8,1047.7,45283.1,12.579,12h 35m,49.9577834,-110.0001320
Altona,British Columbia,1198.2,1402.5,62698.9,17.416,17h 25m,49.0355662,-114.0394431
Altona,Québec,1319.1,1648.3,84037.7,23.344,23h 21m,48.5258748,-79.5235351
Altona,Northwest Territories,1730.4,2318.6,102913.7,28.587,28h 35m,60.0021112,-116.9810185
Altona,Yukon,2072.1,2659.9,119966.8,33.324,33h 19m,60.0521884,-124.0168627
Altona,New Brunswick,2128.6,2845.3,143378.9,39.827,39h 50m,47.3638255,-68.7634296
Altona,Nunavut,1907.7,3338.1,159975.4,44.438,44h 26m,65.0116609,-109.7209871
Altona,Nova Scotia,2507.7,3389.1,166395.2,46.221,46h 13m,45.8552499,-64.2612054
Altona,Prince Edward Island,2529.9,3431.3,168592.2,46.831,46h 50m,46.1915229,-63.7772032
Altona,Newfoundland and Labrador,2150.6,3392.0,181559.5,50.433,50h 26m,52.8193711,-67.1766909
Altona,Quebec,2626.4,3723.1,194783.0,54.106,54h 06m,47.3812400,-61.8550470
Altona,Newfoundland,2814.0,3983.5,210108.2,58.363,58h 22m,47.5796060,-59.1415050
Amherst,Nova Scotia,0.0,0.0,0.0,0.000,0h 00m,45.8334500,-64.1987400
Amherst,New Brunswick,5.2,6.1,442.4,0.123,0h 07m,45.8546347,-64.2589450
Amherst,Prince Edward Island,51.4,64.5,3204.1,0.890,0h 53m,46.1915229,-63.7772032
Amherst,Québec,315.9,385.2,17835.9,4.954,4h 57m,47.9812230,-66.9209449
Amherst,Quebec,248.3,356.3,29394.9,8.165,8h 10m,47.3812400,-61.8550470
Amherst,Newfoundland,431.6,589.6,43708.5,12.141,12h 08m,47.5796060,-59.1415050
Amherst,Ontario,792.6,1128.2,50904.1,14.140,14h 08m,45.5419600,-74.4007356
Amherst,Newfoundland and Labrador,806.0,1261.0,71582.0,19.884,19h 53m,52.8193711,-67.1766909
Amherst,Manitoba,2335.8,3156.0,155276.6,43.132,43h 08m,49.7400068,-95.1551137
Amherst,Saskatchewan,2785.8,3648.2,176948.2,49.152,49h 09m,49.8424563,-101.4441181
Amherst,Alberta,3391.1,4307.0,203900.1,56.639,56h 38m,49.9577834,-110.0001320
Amherst,British Columbia,3697.7,4661.9,221315.9,61.477,61h 29m,49.0355662,-114.0394431
Amherst,Northwest Territories,3747.6,5577.9,261530.7,72.647,72h 39m,60.0021112,-116.9810185
Amherst,Yukon,4137.7,5919.2,278583.8,77.384,77h 23m,60.0521884,-124.0168627
Amherst,Nunavut,3456.7,6597.4,318592.4,88.498,88h 30m,65.0116609,-109.7209871
Amherstburg,Ontario,0.0,0.0,0.0,0.000,0h 00m,42.1000900,-83.0998500
Amherstburg,Québec,588.1,745.9,34681.1,9.634,9h 38m,46.3645273,-78.7301929
Amherstburg,New Brunswick,1272.1,1426.4,64362.7,17.879,17h 53m,47.3638255,-68.7634296
Amherstburg,Nova Scotia,1560.0,1970.2,87379.0,24.272,24h 16m,45.8552499,-64.2612054
Amherstburg,Prince Edward Island,1602.9,2012.4,89576.0,24.882,24h 53m,46.1915229,-63.7772032
Amherstburg,Newfoundland and Labrador,1682.2,2136.9,106779.3,29.661,29h 40m,52.8193711,-67.1766909
Amherstburg,Manitoba,1258.7,2268.1,112643.8,31.290,31h 17m,49.7400068,-95.1551137
Amherstburg,Quebec,1771.0,2304.1,115766.8,32.157,32h 09m,47.3812400,-61.8550470
Amherstburg,Newfoundland,1975.6,2564.5,131092.0,36.414,36h 25m,47.5796060,-59.1415050
Amherstburg,Saskatchewan,1652.0,2760.4,134315.4,37.310,37h 19m,49.8424563,-101.4441181
Amherstburg,Alberta,2237.5,3419.2,161267.3,44.796,44h 48m,49.9577834,-110.0001320
Amherstburg,British Columbia,2508.7,3774.0,178683.1,49.634,49h 38m,49.0355662,-114.0394431
Amherstburg,Northwest Territories,3036.0,4690.1,218897.9,60.805,60h 48m,60.0021112,-116.9810185
Amherstburg,Yukon,3401.7,5031.4,235951.0,65.542,65h 33m,60.0521884,-124.0168627
Amherstburg,Nunavut,3045.9,5709.6,275959.6,76.655,76h 39m,65.0116609,-109.7209871
Amigo Beach,Ontario,0.0,0.0,0.0,0.000,0h 00m,44.6919000,-79.3931700
Amigo Beach,Québec,193.0,255.6,12330.8,3.425,3h 26m,46.3645273,-78.7301929
Amigo Beach,New Brunswick,871.9,1118.4,51937.7,14.427,14h 26m,47.3638255,-68.7634296
Amigo Beach,Nova Scotia,1189.3,1662.2,74954.0,20.821,20h 49m,45.8552499,-64.2612054
Amigo Beach,Prince Edward Island,1227.6,1704.4,77151.0,21.431,21h 26m,46.1915229,-63.7772032
Amigo Beach,Manitoba,1312.8,1808.5,91498.0,25.416,25h 25m,49.7400068,-95.1551137
Amigo Beach,Newfoundland and Labrador,1269.0,1829.0,94354.3,26.210,26h 13m,52.8193711,-67.1766909
Amigo Beach,Quebec,1383.2,1996.2,103341.8,28.706,28h 42m,47.3812400,-61.8550470
Amigo Beach,Saskatchewan,1752.0,2300.8,113169.6,31.436,31h 26m,49.8424563,-101.4441181
Amigo Beach,Newfoundland,1588.3,2256.6,118667.0,32.963,32h 58m,47.5796060,-59.1415050
Amigo Beach,Alberta,2362.0,2959.6,140121.5,38.923,38h 55m,49.9577834,-110.0001320
Amigo Beach,British Columbia,2653.9,3314.4,157537.3,43.760,43h 46m,49.0355662,-114.0394431
Amigo Beach,Northwest Territories,3006.1,4230.5,197752.1,54.931,54h 56m,60.0021112,-116.9810185
Amigo Beach,Yukon,3387.1,4571.8,214805.2,59.668,59h 40m,60.0521884,-124.0168627
Amigo Beach,Nunavut,2921.8,5250.0,254813.8,70.782,70h 47m,65.0116609,-109.7209871
Amos,Quebec,0.0,0.0,0.0,0.000,0h 00m,48.5668800,-78.1162400
Amos,Ontario,103.7,129.4,7183.4,1.995,2h 00m,48.5258748,-79.5235351
Amos,Québec,103.7,129.4,7183.4,1.995,2h 00m,48.5258748,-79.5235351
Amos,New Brunswick,708.6,1086.3,53692.1,14.914,14h 55m,47.3638255,-68.7634296
Amos,Nova Scotia,1087.4,1630.1,76708.4,21.308,21h 18m,45.8552499,-64.2612054
Amos,Prince Edward Island,1109.7,1672.3,78905.4,21.918,21h 55m,46.1915229,-63.7772032
Amos,Manitoba,1243.3,1538.3,79808.1,22.169,22h 10m,49.7400068,-95.1551137
Amos,Newfoundland and Labrador,902.7,1614.3,90414.6,25.115,25h 07m,52.8193711,-67.1766909
Amos,Saskatchewan,1693.8,2030.5,101479.7,28.189,28h 11m,49.8424563,-101.4441181
Amos,Newfoundland,1410.4,2224.5,120421.4,33.450,33h 27m,47.5796060,-59.1415050
Amos,Alberta,2301.3,2689.4,128431.6,35.675,35h 41m,49.9577834,-110.0001320
Amos,British Columbia,2606.8,3044.2,145847.4,40.513,40h 31m,49.0355662,-114.0394431
Amos,Northwest Territories,2770.8,3960.2,186062.2,51.684,51h 41m,60.0021112,-116.9810185
Amos,Yukon,3159.7,4301.5,203115.3,56.421,56h 25m,60.0521884,-124.0168627
Amos,Nunavut,2603.9,4979.8,243123.9,67.534,67h 32m,65.0116609,-109.7209871
Ange-Gardien,Quebec,0.0,0.0,0.0,0.000,0h 00m,45.3500800,-72.9324400
Ange-Gardien,Ontario,116.5,135.4,6554.3,1.821,1h 49m,45.5419600,-74.4007356
Ange-Gardien,Québec,116.5,135.4,6554.3,1.821,1h 49m,45.5419600,-74.4007356
Ange-Gardien,New Brunswick,390.4,478.5,23108.8,6.419,6h 25m,47.3638255,-68.7634296
Ange-Gardien,Nova Scotia,676.6,1022.3,46125.1,12.813,12h 49m,45.8552499,-64.2612054
Ange-Gardien,Prince Edward Island,715.8,1064.5,48322.1,13.423,13h 25m,46.1915229,-63.7772032
Ange-Gardien,Newfoundland and Labrador,929.6,1189.0,65525.4,18.201,18h 12m,52.8193711,-67.1766909
Ange-Gardien,Newfoundland,1083.4,1616.6,89838.1,24.955,24h 57m,47.5796060,-59.1415050
Ange-Gardien,Manitoba,1730.7,2169.4,111442.8,30.956,30h 57m,49.7400068,-95.1551137
Ange-Gardien,Saskatchewan,2181.2,2661.7,133114.4,36.976,36h 59m,49.8424563,-101.4441181
Ange-Gardien,Alberta,2793.5,3320.5,160066.3,44.463,44h 28m,49.9577834,-110.0001320
Ange-Gardien,British Columbia,3094.3,3675.3,177482.1,49.301,49h 18m,49.0355662,-114.0394431
Ange-Gardien,Northwest Territories,3302.1,4591.4,217696.9,60.471,60h 28m,60.0021112,-116.9810185
Ange-Gardien,Yukon,3691.1,4932.7,234750.0,65.208,65h 12m,60.0521884,-124.0168627
Ange-Gardien,Nunavut,3118.5,5610.9,274758.6,76.322,76h 19m,65.0116609,-109.7209871
Angus,Ontario,0.0,0.0,0.0,0.000,0h 00m,44.3168100,-79.8829500
Angus,Québec,244.9,319.0,15635.8,4.343,4h 21m,46.3645273,-78.7301929
Angus,New Brunswick,924.6,1143.6,51987.5,14.441,14h 26m,47.3638255,-68.7634296
Angus,Nova Scotia,1236.3,1687.4,75003.8,20.834,20h 50m,45.8552499,-64.2612054
Angus,Prince Edward Island,1275.5,1729.6,77200.8,21.445,21h 27m,46.1915229,-63.7772032
Angus,Manitoba,1301.9,1841.2,93598.5,26.000,26h 00m,49.7400068,-95.1551137
Angus,Newfoundland and Labrador,1326.0,1854.2,94404.1,26.223,26h 13m,52.8193711,-67.1766909
Angus,Quebec,1433.7,2021.3,103391.6,28.720,28h 43m,47.3812400,-61.8550470
Angus,Saskatchewan,1736.9,2333.4,115270.1,32.019,32h 01m,49.8424563,-101.4441181
Angus,Newfoundland,1638.8,2281.8,118716.8,32.977,32h 59m,47.5796060,-59.1415050
Angus,Alberta,2345.1,2992.3,142222.0,39.506,39h 30m,49.9577834,-110.0001320
Angus,British Columbia,2634.7,3347.1,159637.8,44.344,44h 21m,49.0355662,-114.0394431
Angus,Northwest Territories,3011.3,4263.1,199852.6,55.515,55h 31m,60.0021112,-116.9810185
Angus,Yukon,3390.6,4604.4,216905.7,60.252,60h 15m,60.0521884,-124.0168627
Angus,Nunavut,2939.9,5282.7,256914.3,71.365,71h 22m,65.0116609,-109.7209871
Anmore,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.3163700,-122.8526300
Anmore,Alberta,500.8,757.6,33491.9,9.303,9h 18m,52.8879682,-118.4788279
Anmore,Saskatchewan,927.1,1307.6,59167.3,16.435,16h 26m,49.9572345,-110.0001418
Anmore,Northwest Territories,1245.6,1839.4,82834.0,23.009,23h 01m,60.0021112,-116.9810185
Anmore,Manitoba,1535.6,1958.2,86037.8,23.899,23h 54m,50.0635549,-101.4635773
Anmore,Yukon,1196.1,1805.2,87218.0,24.227,24h 14m,60.0521884,-124.0168627
Anmore,Ontario,1988.1,2456.0,107929.5,29.980,29h 59m,49.7387412,-95.1576564
Anmore,Nunavut,1907.5,2859.0,139895.7,38.860,38h 52m,65.0116609,-109.7209871
Anmore,Québec,3123.2,3865.3,180587.1,50.163,50h 10m,48.5258748,-79.5235351
Anmore,New Brunswick,3917.3,5062.3,239928.3,66.647,66h 39m,47.3638255,-68.7634296
Anmore,Nova Scotia,4299.8,5606.1,262944.6,73.040,73h 02m,45.8552499,-64.2612054
Anmore,Prince Edward Island,4316.2,5648.3,265141.6,73.650,73h 39m,46.1915229,-63.7772032
Anmore,Newfoundland and Labrador,3811.5,5609.0,278108.9,77.252,77h 15m,52.8193711,-67.1766909
Anmore,Quebec,4388.0,5940.0,291332.4,80.926,80h 56m,47.3812400,-61.8550470
Anmore,Newfoundland,4560.4,6200.5,306657.6,85.183,85h 11m,47.5796060,-59.1415050
Anten Mills,Ontario,0.0,0.0,0.0,0.000,0h 00m,44.4815000,-79.8172200
Anten Mills,Québec,225.9,300.6,14833.2,4.120,4h 07m,46.3645273,-78.7301929
Anten Mills,New Brunswick,912.1,1150.0,52132.4,14.481,14h 29m,47.3638255,-68.7634296
Anten Mills,Nova Scotia,1227.1,1693.8,75148.7,20.875,20h 52m,45.8552499,-64.2612054
Anten Mills,Prince Edward Island,1265.8,1736.0,77345.7,21.485,21h 29m,46.1915229,-63.7772032
Anten Mills,Manitoba,1296.4,1811.8,91933.1,25.537,25h 32m,49.7400068,-95.1551137
Anten Mills,Newfoundland and Labrador,1308.6,1860.6,94549.0,26.264,26h 16m,52.8193711,-67.1766909
Anten Mills,Quebec,1422.6,2027.7,103536.5,28.760,28h 46m,47.3812400,-61.8550470
Anten Mills,Saskatchewan,1732.9,2304.0,113604.7,31.557,31h 33m,49.8424563,-101.4441181
Anten Mills,Newfoundland,1627.7,2288.2,118861.7,33.017,33h 01m,47.5796060,-59.1415050
Anten Mills,Alberta,2341.8,2962.8,140556.6,39.044,39h 03m,49.9577834,-110.0001320
Anten Mills,British Columbia,2632.2,3317.7,157972.4,43.881,43h 53m,49.0355662,-114.0394431
Anten Mills,Northwest Territories,3001.1,4233.7,198187.2,55.052,55h 03m,60.0021112,-116.9810185
Anten Mills,Yukon,3380.8,4575.0,215240.3,59.789,59h 47m,60.0521884,-124.0168627
Anten Mills,Nunavut,2926.2,5253.3,255248.9,70.902,70h 54m,65.0116609,-109.7209871
Antigonish,Nova Scotia,0.0,0.0,0.0,0.000,0h 00m,45.6168500,-61.9985800
Antigonish,Prince Edward Island,69.2,105.9,7946.5,2.207,2h 12m,45.9542230,-62.7487480
Antigonish,New Brunswick,177.4,221.5,9250.6,2.570,2h 34m,45.8546347,-64.2589450
Antigonish,Québec,457.6,600.6,26644.1,7.401,7h 24m,47.9812230,-66.9209449
Antigonish,Quebec,196.5,326.3,30400.6,8.445,8h 27m,47.3812400,-61.8550470
Antigonish,Newfoundland,308.6,374.0,34635.9,9.621,9h 37m,47.5796060,-59.1415050
Antigonish,Ontario,964.3,1343.7,59712.3,16.587,16h 35m,45.5419600,-74.4007356
Antigonish,Newfoundland and Labrador,739.0,979.2,66229.5,18.397,18h 24m,51.4204587,-57.0984955
Antigonish,Manitoba,2503.0,3371.4,164084.8,45.579,45h 35m,49.7400068,-95.1551137
Antigonish,Saskatchewan,2952.3,3863.6,185756.4,51.599,51h 36m,49.8424563,-101.4441181
Antigonish,Alberta,3556.0,4522.5,212708.3,59.086,59h 05m,49.9577834,-110.0001320
Antigonish,British Columbia,3863.2,4877.3,230124.1,63.923,63h 55m,49.0355662,-114.0394431
Antigonish,Northwest Territories,3886.7,5793.4,270338.9,75.094,75h 06m,60.0021112,-116.9810185
Antigonish,Yukon,4276.1,6134.7,287392.0,79.831,79h 50m,60.0521884,-124.0168627
Antigonish,Nunavut,3576.2,6812.9,327400.6,90.945,90h 57m,65.0116609,-109.7209871
Appleton,Newfoundland and Labrador,0.0,0.0,0.0,0.000,0h 00m,48.9832200,-54.8648600
Appleton,Newfoundland,199.1,312.1,14518.2,4.033,4h 02m,47.2900090,-53.9923540
Appleton,Quebec,315.7,616.5,32330.2,8.981,8h 59m,51.4157310,-57.1521230
Appleton,Québec,314.2,622.1,32602.1,9.056,9h 03m,51.4204587,-57.0984955
Appleton,Nova Scotia,507.5,730.4,50257.0,13.960,13h 58m,46.2106350,-60.2437160
Appleton,Prince Edward Island,681.1,1031.4,67384.6,18.718,18h 43m,45.9542230,-62.7487480
Appleton,New Brunswick,787.0,1147.0,68688.7,19.080,19h 05m,45.8546347,-64.2589450
Appleton,Ontario,1518.3,2269.2,119150.4,33.097,33h 06m,45.5419600,-74.4007356
Appleton,Manitoba,2883.7,4296.9,223522.9,62.090,62h 05m,49.7400068,-95.1551137
Appleton,Saskatchewan,3316.2,4789.1,245194.5,68.110,68h 07m,49.8424563,-101.4441181
Appleton,Alberta,3893.6,5448.0,272146.4,75.596,75h 36m,49.9577834,-110.0001320
Appleton,British Columbia,4202.5,5802.8,289562.2,80.434,80h 26m,49.0355662,-114.0394431
Appleton,Northwest Territories,4025.9,6718.8,329777.0,91.605,91h 36m,60.0021112,-116.9810185
Appleton,Yukon,4404.7,7060.1,346830.1,96.342,96h 21m,60.0521884,-124.0168627
Appleton,Nunavut,3612.8,7738.4,386838.7,107.455,107h 27m,65.0116609,-109.7209871
Applewood Park,Alberta,0.0,0.0,0.0,0.000,0h 00m,51.0430600,-113.9250000
Applewood Park,British Columbia,149.5,176.4,8761.9,2.434,2h 26m,51.2338510,-116.0468202
Applewood Park,Saskatchewan,302.7,337.0,14563.2,4.045,4h 03m,49.9572345,-110.0001418
